[po4_discharge];[no3_discharge];[no2_discharge];[o2_discharge];[sio2_discharge];[tn_discharge];[na_discharge];[k_discharge];[mg_discharge];[ca_discharge];[cl_discharge];[so4_discharge];[co3_discharge];[hco3_discharge];[nh4_discharge];[chl_a_discharge];[br_discharge];[alk_discharge])
336.67741935484;5575.7142857143;263.57142857143;984.46875;2310;4917.8571428571;226981.5720524;1762.1397379913;33618.518518519;6885.9995008735;271565.58533145;34341.859014348;0;74850;1647.6428571429;3004.9285714286;7.1772151898734;8982
359.61290322581;5838.5714285714;282.07142857143;889.125;2366.7857142857;5282.1428571429;203889.51965066;1645.8515283843;30659.75308642;6795.4829049164;243836.38928068;32563.942607611;0;73108.333333333;1758.4285714286;2976;6.620253164557;8773
358.35483870968;5744.2857142857;281.42857142857;783.46875;2295;5282.1428571429;178832.57641921;1490.8733624454;27238.271604938;6418.3678562516;213794.07616361;29850.280723643;0;68533.333333333;1751.3571428571;2818.0714285714;5.9367088607595;8224
333.53225806452;5340;261.96428571429;720.328125;2130.5357142857;4917.8571428571;164339.2139738;1374.6943231441;25064.814814815;5943.2118792114;196459.80253879;27557.704304429;0;63412.5;1629.9642857143;2610.1071428571;5.4683544303797;7609.5
322.06451612903;5208.5714285714;252.71428571429;768;2102.1428571429;4735.7142857143;175885.24017467;1432.8384279476;26544.197530864;5988.4701771899;210324.40056417;28446.662507798;0;64283.333333333;1574.5714285714;2624.5714285714;5.746835443038;7714
285.14516129032;4625.7142857143;223.67857142857;699.703125;1873.3928571429;4189.2857142857;160409.43231441;1297.3144104803;24139.382716049;5370.0149737959;191833.56840621;25686.213349969;0;57745.833333333;1394.25;2352.1071428571;5.2151898734177;6929.5
334.16129032258;5387.1428571429;262.28571428571;773.15625;2166.4285714286;4917.8571428571;176867.68558952;1452.1834061135;26775.555555556;6131.7694035438;211480.95909732;28914.535246413;0;65700;1633.5;2689.0714285714;5.8101265822785;7884
371.08064516129;5970;291.32142857143;841.453125;2395.1785714286;5464.2857142857;192343.49344978;1587.7074235808;29180.37037037;6750.2246069379;229971.79125529;31674.984404242;0;72237.5;1813.8214285714;2961.5357142857;6.3417721518987;8668.5
407.37096774194;6505.7142857143;320.03571428571;856.921875;2588.0357142857;6010.7142857143;195290.82969432;1645.7423580786;29874.444444444;7180.1222859995;233441.46685472;33078.602620087;0;76487.5;1990.6071428571;3155.0357142857;6.5316455696203;9178.5
407.37096774194;6505.7142857143;320.03571428571;856.921875;2588.0357142857;6010.7142857143;195290.82969432;1645.7423580786;29874.444444444;7180.1222859995;233441.46685472;33078.602620087;0;76487.5;1990.6071428571;3155.0357142857;6.5316455696203;9178.5
455.12903225806;7172.8571428571;358;824.71875;2809.2857142857;6739.2857142857;186692.13973799;1645.6331877729;29089.135802469;7564.7616670826;223046.54442877;33593.262632564;0;79866.666666667;2222.7857142857;3334.0714285714;6.4430379746835;9584
358.35483870968;5744.2857142857;281.42857142857;783.46875;2295;5282.1428571429;178832.57641921;1490.8733624454;27238.271604938;6418.3678562516;213794.07616361;29850.280723643;0;68533.333333333;1751.3571428571;2818.0714285714;5.9367088607595;8224
253.88709677419;4467.1428571429;197.53571428571;1106.859375;1967.6785714286;3642.8571428571;257689.86899563;1859.192139738;37131.234567901;6448.5774893936;308533.14527504;35137.242669994;0;71795.833333333;1245.75;2790.3214285714;7.7594936708861;8615.5
127.45161290323;3197.1428571429;136.92857142857;842.25;1110.7142857143;3985.5714285714;74359.301310044;1556.1572052402;10568.148148148;25903.443973047;123695.34555712;13708.671241422;0;68726.666666667;1283.8571428571;1810.4285714286;2.1392405063291;8243
133.83870967742;3258.2142857143;138.42857142857;720.09375;1063.3928571429;3759.9642857143;60440.043668122;1545.2620087336;9079.0740740741;24387.484402296;105571.22708039;12726.138490331;0;63440;1353.6428571429;1629.75;1.9746835443038;7609.5
170.41935483871;4095;173.35714285714;827.8125;1298.2142857143;4557.0714285714;67394.323144105;1919.4323144105;10466.296296296;29527.626653357;121241.18476728;15299.438552714;0;76046.666666667;1726.5714285714;1928.0714285714;2.3670886075949;9122
235.74193548387;5541.4285714286;233.14285714286;940.875;1667.8571428571;5775.2857142857;71300.087336245;2544.7161572052;11969.62962963;37348.889443474;137489.42172073;19089.207735496;0;94346.666666667;2395.1428571429;2329.8571428571;2.9367088607595;11318
235.74193548387;5541.4285714286;233.14285714286;940.875;1667.8571428571;5775.2857142857;71300.087336245;2544.7161572052;11969.62962963;37348.889443474;137489.42172073;19089.207735496;0;94346.666666667;2395.1428571429;2329.8571428571;2.9367088607595;11318
286.54838709677;6666.4285714286;279.64285714286;1028.8125;1955.3571428571;6722.7857142857;74337.903930131;3031.0480349345;13138.888888889;43432.093835787;150126.9393512;22036.805988771;0;108580;2915.1428571429;2642.3571428571;3.379746835443;13026
213.96774193548;5059.2857142857;213.21428571429;903.1875;1544.6428571429;5369.2142857143;69998.165938865;2336.288209607;11468.518518519;34741.801846768;132073.34273625;17825.951341235;0;88246.666666667;2172.2857142857;2195.9285714286;2.746835443038;10586
192.48387096774;4610.3571428571;195;910.40625;1450.8928571429;5083.4642857143;73480.655021834;2154.6506550218;11519.444444444;32929.710506613;133300.42313117;17030.56768559;0;84586.666666667;1950.9285714286;2137.1071428571;2.6329113924051;10146.5
374.51612903226;8694.6428571429;364.5;1314.28125;2536.6071428571;8708.0357142857;93898.820960699;3945.1310043668;16799.444444444;56245.432992264;191720.73342736;28493.449781659;0;140300;3811.0714285714;3403.3928571429;4.3670886075949;16831.5
374.51612903226;8694.6428571429;364.5;1314.28125;2536.6071428571;8708.0357142857;93898.820960699;3945.1310043668;16799.444444444;56245.432992264;191720.73342736;28493.449781659;0;140300;3811.0714285714;3403.3928571429;4.3670886075949;16831.5
324.29032258065;7636.0714285714;321.42857142857;1316.15625;2308.0357142857;8001.1785714286;100429.82532751;3512.3799126638;16734.259259259;51752.221113052;192369.53455571;26481.597005614;0;130946.66666667;3294.0714285714;3241.1071428571;4.0759493670886;15708.5
324.29032258065;7636.0714285714;321.42857142857;1316.15625;2308.0357142857;8001.1785714286;100429.82532751;3512.3799126638;16734.259259259;51752.221113052;192369.53455571;26481.597005614;0;130946.66666667;3294.0714285714;3241.1071428571;4.0759493670886;15708.5
222.38709677419;5352.8571428571;226.71428571429;1095.375;1703.5714285714;5985.8571428571;89569.781659389;2512.9257641921;13843.703703704;38790.816071874;160451.33991537;20118.527760449;0;100040;2252.5714285714;2541;3.1139240506329;12000
415.06451612903;11324.642857143;495.28571428571;4255.90625;4565.1785714286;16894.892857143;404592.62008734;5886.0043668122;52998.950617284;110262.2785126;626727.78561354;60012.476606363;0;304186.66666667;4130.9285714286;8394.25;9.4683544303797;36478.5
608.32258064516;22050.357142857;1020.7857142857;15276.90625;12354.464285714;48153.321428571;1563418.2969432;13514.650655022;188695.49382716;316364.87397055;2256205.9238364;179772.30193387;0;925980;5754.7857142857;27228.964285714;28.822784810127;111021.5
632.41935483871;27485.714285714;1307.9285714286;23444.5;17582.142857143;69630.714285714;2437229.5196507;18139.388646288;289050.12345679;458373.07212378;3464682.651622;263708.67124142;0;1364366.6666667;5732.1428571429;40795;42.46835443038;163573
628.35483870968;27020.714285714;1283.9285714286;22815.8125;17169.642857143;67946.214285714;2370247.7729258;17764.323144105;281321.60493827;447243.12453207;3371678.4203103;257158.45290081;0;1330206.6666667;5711.1428571429;39743.5;41.405063291139;159478
553.06451612903;18407.142857143;839.35714285714;11170.125;9528.5714285714;36742.857142857;1129490.6550218;10816.681222707;138160;241074.09533317;1648885.7545839;135823.45601996;0;697433.33333333;5322.1428571429;20265.714285714;21.708860759494;83623
483.77419354839;11819.285714286;502.64285714286;2672.6875;3887.5;13771.5;225963.930131;5623.2751091703;33674.938271605;89346.743199401;391932.29901269;46709.29507174;0;233020;4890.5714285714;6006.2142857143;7.253164556962;27950
452.41935483871;10910.714285714;462.35714285714;2263.1875;3487.5;12267.5;185952.7510917;5131.0480349345;28590.49382716;79510.656351385;331565.58533145;41281.971303805;0;205366.66666667;4581.4285714286;5226.7857142857;6.3924050632911;24634
450.48387096774;10689.285714286;450.92857142857;1963.8125;3291.0714285714;11465.357142857;154056.68122271;4952.4454148472;24910.24691358;74210.681307712;287277.8561354;38162.819713038;0;189100;4571.4285714286;4726.0714285714;5.8860759493671;22684
409.35483870968;9332.1428571429;389.14285714286;1152.5625;2594.6428571429;8783.2142857143;72146.637554585;4158.5589519651;14874.444444444;56615.597704018;167531.7348378;28259.513412352;0;138266.66666667;4175;3251.0714285714;4.3037974683544;16589
394.64516129032;8988.5714285714;374.71428571429;1097.5;2492.8571428571;8432.2857142857;68089.082969432;4001.7467248908;14172.345679012;54347.541801847;159492.2425952;27105.427323768;0;132573.33333333;4025.4285714286;3111.7142857143;4.126582278481;15906
432.29032258065;9947.1428571429;415.92857142857;1369.875;2835.7142857143;9670.5714285714;92586.200873362;4474.1484716157;17583.703703704;62402.670326928;199520.45133992;31394.260761073;0;154126.66666667;4403.8571428571;3685.4285714286;4.7974683544304;18491
409.25806451613;9321.0714285714;388.57142857143;1137.59375;2584.8214285714;8743.1071428571;70551.834061135;4149.6288209607;14690.432098765;56350.598951834;165317.348378;28103.555832813;0;137453.33333333;4174.5;3226.0357142857;4.2784810126582;16491.5
358.16129032258;8162.8571428571;340.35714285714;1004.75;2267.8571428571;7675.2857142857;62729.6069869;3636.5065502183;12969.135802469;49472.39830297;146036.67136812;24688.084840923;0;120780;3653;2838.4285714286;3.7594936708861;14491
270.96774193548;6223.2142857143;260.07142857143;839.03125;1765.1785714286;6010.8928571429;55927.11790393;2793.864628821;10780.679012346;38779.049163963;122157.96897038;19479.101684342;0;95566.666666667;2761.0714285714;2277.6785714286;2.9746835443038;11465.5
307.06451612903;7004.6428571429;292.14285714286;871.90625;1950.8928571429;6607.4642857143;54907.379912664;3123.384279476;11247.839506173;42594.197654105;126755.99435825;21272.613849033;0;104106.66666667;3131.5;2450.8214285714;3.2405063291139;12490.5
270.77419354839;6201.0714285714;258.92857142857;809.09375;1745.5357142857;5930.6785714286;52737.510917031;2776.0043668122;10412.654320988;38249.051659596;117729.19605078;19167.186525265;0;93940;2760.0714285714;2227.6071428571;2.9240506329114;11270.5
256.16129032258;5868.5714285714;245.07142857143;769;1653.5714285714;5619.8571428571;50274.759825328;2628.1222707424;9894.5679012346;36245.994509608;111904.09026798;18169.05801622;0;89060;2611;2113.2857142857;2.7721518987342;10685
307.06451612903;7004.6428571429;292.14285714286;871.90625;1950.8928571429;6607.4642857143;54907.379912664;3123.384279476;11247.839506173;42594.197654105;126755.99435825;21272.613849033;0;104106.66666667;3131.5;2450.8214285714;3.2405063291139;12490.5
298.17741935484;5129.6428571429;442;1128.328125;4356.0714285714;12068.642857143;54399.781659389;1805.5021834061;6626.5226337449;5175.9296231595;48699.576868829;26812.227074236;3291.6666666667;50725;3149.8214285714;1521.0714285714;1.7658227848101;6032.5
296.35483870968;5071.4285714286;437.14285714286;1092.09375;4336.7857142857;11938.714285714;53132.31441048;1784.7161572052;6433.29218107;5026.8779635638;47447.108603667;26188.396756082;3250;49311.666666667;3140.3571428571;1462.7142857143;1.7341772151899;5865
293.04838709677;5003.2142857143;430.42857142857;1078.546875;4318.5714285714;11967.071428571;53882.183406114;1766.3318777293;6462.0781893004;4927.1400049913;48327.221438646;26250.779787898;3291.6666666667;48162.5;3123.0357142857;1397.8571428571;1.7278481012658;5732.5
287.8064516129;4860.7142857143;417.85714285714;1009.125;4274.2857142857;11769.428571429;52269.650655022;1719.4323144105;6159.2181069959;4612.2285999501;46826.516220028;25252.651278852;3250;45040.833333333;3095.7142857143;1257.3571428571;1.6708860759494;5365
277.91935483871;4810.7142857143;414;1088.296875;4062.3214285714;11381.357142857;52399.170305677;1695.7641921397;6408.0041152263;4956.3139505865;47136.812411848;25708.047411104;3125;48447.5;2930.1785714286;1461.3571428571;1.6772151898734;5762.5
282.93548387097;4921.0714285714;424.57142857143;1118.4375;4093.0357142857;11386.857142857;51821.834061135;1727.2052401747;6434.0329218107;5138.9817818817;46380.818053597;25832.813474735;3083.3333333333;50450.833333333;2956.4285714286;1567.2857142857;1.6962025316456;5995
282.93548387097;4921.0714285714;424.57142857143;1118.4375;4093.0357142857;11386.857142857;51821.834061135;1727.2052401747;6434.0329218107;5138.9817818817;46380.818053597;25832.813474735;3083.3333333333;50450.833333333;2956.4285714286;1567.2857142857;1.6962025316456;5995
365.11290322581;6960;610.71428571429;1934.578125;4699.8214285714;13108.071428571;61198.340611354;2361.6593886463;9203.5596707819;9185.737459446;53466.854724965;35252.651278852;3125;92010;3385.5357142857;3556;2.3227848101266;10862.5
367.08064516129;7188.9285714286;632.85714285714;2110.265625;4568.5714285714;12860.928571429;61440.655021834;2421.6593886463;9697.633744856;10044.210132269;53517.630465444;36581.409856519;2958.3333333333;100836.66666667;3281.9642857143;4030.2142857143;2.3987341772152;11892.5
349.98387096774;6767.5;594.28571428571;1944.328125;4443.5714285714;12522.357142857;59715.327510917;2291.0917030568;9149.4855967078;9214.9114050412;52276.445698166;34709.918902059;2958.3333333333;92295;3192.6785714286;3619.5;2.2721518987342;10892.5
339.83870967742;6530.7142857143;572.14285714286;1864.40625;4375.3571428571;12415.285714286;59775.065502183;2220.480349345;8959.012345679;8783.4539555777;52660.084626234;34023.70555209;3000;87729.166666667;3139.6428571429;3390.3571428571;2.2151898734177;10360
362.17741935484;7094.6428571429;623.28571428571;2099.765625;4544.6428571429;12951.5;63112.925764192;2397.9475982533;9810.0205761317;9927.6640878463;55401.97461213;36893.325015596;3041.6666666667;99392.5;3256.25;3941.5714285714;2.3987341772152;11727.5
358.67741935484;7148.9285714286;630.85714285714;2166.75;4355.5357142857;12314.571428571;59552.838427948;2395.5895196507;9724.4032921811;10338.981781882;51695.345557123;36350.592638802;2750;103979.16666667;3124.2857142857;4240.7142857143;2.379746835443;12255
293.70967741935;5547.5;484.28571428571;1536.1875;3880.5357142857;11028;52996.593886463;1899.4323144105;7641.4403292181;7187.6466184178;46978.843441467;29238.927011853;2750;71520.833333333;2785;2680;1.8987341772152;8455
327.90322580645;6390.3571428571;561.42857142857;1868.0625;4130.5357142857;11705.142857143;56447.248908297;2160.5676855895;8737.7366255144;8846.2440728725;49461.212976023;32981.908920774;2750;88604.166666667;2963.5714285714;3501.4285714286;2.1518987341772;10455
363.8064516129;7275.3571428571;642.42857142857;2216.53125;4393.0357142857;12416.142857143;60070.436681223;2434.7598253275;9888.8477366255;10587.77140005;52067.700987306;36912.03992514;2750;106541.66666667;3151.0714285714;4363.9285714286;2.4177215189873;12555
329.87096774194;6619.2857142857;583.57142857143;2043.75;3999.2857142857;11458;56689.563318777;2220.5676855895;9231.8106995885;9704.716745695;49511.988716502;34310.66749844;2583.3333333333;97430.833333333;2860;3975.6428571429;2.2278481012658;11485
302.51612903226;5945;521.85714285714;1778.25;3799.2857142857;10916.285714286;53929.03930131;2011.6593886463;8354.7736625514;8377.8387821313;47526.093088858;31316.281971304;2583.3333333333;83764.166666667;2717.1428571429;3318.5;2.0253164556962;9885
292.25806451613;5692.1428571429;498.71428571429;1678.6875;3724.2857142857;10713.142857143;52893.84279476;1933.3187772926;8025.8847736626;7880.2595457949;46781.382228491;30193.387398628;2583.3333333333;78639.166666667;2663.5714285714;3072.0714285714;1.9493670886076;9285
275.16129032258;5270.7142857143;460.14285714286;1512.75;3599.2857142857;10374.571428571;51168.515283843;1802.7510917031;7477.7366255144;7050.9608185675;45540.197461213;28321.896444167;2583.3333333333;70097.5;2574.2857142857;2661.3571428571;1.8227848101266;8285
268.32258064516;5102.1428571429;444.71428571429;1446.375;3549.2857142857;10239.142857143;50478.384279476;1750.5240174672;7258.4773662551;6719.2413276766;45043.723554302;27573.300062383;2583.3333333333;66680.833333333;2538.5714285714;2497.0714285714;1.7721518987342;7885
244.64516129032;4698.9285714286;409;1373.15625;3230.5357142857;9484.1428571429;48132.707423581;1614.672489083;6930.329218107;6333.7659096581;43232.722143865;26094.822208359;2416.6666666667;62695;2301.0714285714;2355.2142857143;1.6582278481013;7415
244.64516129032;4698.9285714286;409;1373.15625;3230.5357142857;9484.1428571429;48132.707423581;1614.672489083;6930.329218107;6333.7659096581;43232.722143865;26094.822208359;2416.6666666667;62695;2301.0714285714;2355.2142857143;1.6582278481013;7415
241.22580645161;4614.6428571429;401.28571428571;1339.96875;3205.5357142857;9416.4285714286;47787.641921397;1588.5589519651;6820.6995884774;6167.9061642126;42984.485190409;25720.524017467;2416.6666666667;60986.666666667;2283.2142857143;2273.0714285714;1.6329113924051;7215
270.29032258065;5331.0714285714;466.85714285714;1622.0625;3418.0357142857;9992;50720.698689956;1810.5240174672;7752.5514403292;7577.7140004991;45094.499294781;28902.05864005;2416.6666666667;75507.5;2435;2971.2857142857;1.8481012658228;8915
231.22580645161;4548.5714285714;396.42857142857;1399.5;2986.7857142857;8932.2857142857;46822.227074236;1557.1615720524;6931.0699588477;6445.869727976;42166.431593794;25739.238927012;2250;63834.166666667;2117.1428571429;2459.7857142857;1.620253164557;7545
210.93548387097;4075;352.14285714286;1239.65625;2850.3571428571;8718.1428571429;46941.703056769;1415.9388646288;6550.1234567901;5582.9548290492;42933.709449929;24366.812227074;2333.3333333333;54702.5;2011.0714285714;2001.5;1.5063291139241;6480
212.64516129032;4117.1428571429;356;1256.25;2862.8571428571;8752;47114.23580786;1428.9956331878;6604.9382716049;5665.8847017719;43057.827926657;24553.96132252;2333.3333333333;55556.666666667;2020;2042.5714285714;1.5189873417722;6580
211.04838709677;4091.0714285714;353.14285714286;1259.296875;2857.1428571429;8814.2142857143;48036.637554585;1423.6681222707;6688.5390946502;5649.0766159221;44062.059238364;24803.493449782;2375;55261.666666667;2011.6071428571;2018.7857142857;1.5253164556962;6547.5
214.46774193548;4175.3571428571;360.85714285714;1292.484375;2882.1428571429;8881.9285714286;48381.703056769;1449.7816593886;6798.1687242798;5814.9363613676;44310.296191819;25177.791640674;2375;56970;2029.4642857143;2100.9285714286;1.5506329113924;6747.5
380.22580645161;4067.8571428571;98.071428571429;1436.40625;2693.9285714286;13489.285714286;57844.934497817;1636.768558952;8361.646090535;8648.1157973546;56066.290550071;24235.807860262;0;99125;199.42857142857;1553;1.5949367088608;11848
355.33870967742;3812.8571428571;90;1322.03125;2509.8214285714;12421.428571429;56855.021834061;1535.4585152838;7765.9670781893;8035.9995008735;55001.410437236;22988.147223955;0;91347.5;186.42857142857;1430.8928571429;1.5253164556962;10919
321.38709677419;3493.5714285714;80.071428571429;1204.28125;2265.3571428571;11217.857142857;56117.248908297;1407.2489082969;7116.2139917695;7215.1235338158;54052.186177715;21615.720524017;0;82045;168.57142857143;1271;1.4430379746835;9808
296.03225806452;3265;77;1197.21875;2105;10950;50898.253275109;1311.3537117904;6902.0576131687;6705.6401297729;48921.01551481;20305.676855895;0;78995;155;1198;1.3291139240506;9443
296.03225806452;3265;77;1197.21875;2105;10950;50898.253275109;1311.3537117904;6902.0576131687;6705.6401297729;48921.01551481;20305.676855895;0;78995;155;1198;1.3291139240506;9443
252.27419354839;2850;64.071428571429;1040.78125;1789.1071428571;9367.8571428571;49872.532751092;1144.8908296943;6044.7325102881;5645.9321187921;47636.10719323;18496.56893325;0;66845.833333333;132;991.10714285714;1.2215189873418;7992
399.37096774194;4285.7142857143;109.07142857143;1621.09375;2860.5357142857;15046.428571429;54191.746724891;1718.6899563319;9158.3127572016;9228.4127776391;52671.368124118;25046.787273862;0;109545.83333333;209.14285714286;1696.1071428571;1.6012658227848;13092
223.22580645161;2578.5714285714;55.642857142857;942.375;1580.3571428571;8353.5714285714;49278.733624454;1035.807860262;5498.7654320988;4944.472173696;46854.724964739;17342.482844666;0;58966.666666667;116.71428571429;854.71428571429;1.1518987341772;7051
267.35483870968;3009.2857142857;69.142857142857;1116.46875;1901.7857142857;10057.142857143;50574.497816594;1207.9475982533;6432.8395061728;6019.2163713501;48365.303244006;19307.54834685;0;71776.666666667;139.85714285714;1066.2142857143;1.2658227848101;8581
306.58064516129;3392.1428571429;81.142857142857;1271.21875;2187.5;11571.428571429;51726.288209607;1360.96069869;7263.1275720165;6974.5445470427;49708.039492243;21054.273237679;0;83163.333333333;160.42857142857;1254.2142857143;1.3670886075949;9941
315.91935483871;3514.2857142857;89.142857142857;1417.21875;2282.6785714286;12750;47785.152838428;1404.6288209607;7852.2222222222;7316.009483404;45977.433004231;21428.571428571;0;90737.5;165;1350.3214285714;1.3481012658228;10845
351.35483870968;3896.4285714286;101.35714285714;1605.59375;2549.2857142857;14439.285714286;49603.100436681;1555.5458515284;8808.9711934156;8197.030197155;47829.337094499;23424.828446663;0;102683.33333333;183.42857142857;1528.6428571429;1.4556962025316;12272
302.32258064516;3417.8571428571;86.357142857143;1412.15625;2192.1428571429;12546.428571429;48163.362445415;1364.2794759825;7771.1111111111;7002.8699775393;46150.916784203;21241.422333125;0;88450;157.71428571429;1293.6428571429;1.3291139240506;10572
342.66129032258;3847.8571428571;100.07142857143;1619.875;2494.4642857143;14425;50125.283842795;1534.3231441048;8831.646090535;8003.3067132518;48170.662905501;23456.01996257;0;101819.16666667;178.71428571429;1495.4642857143;1.4493670886076;12169
429.8064516129;4662.1428571429;125.35714285714;1915.09375;3120.7142857143;17467.857142857;51906.681222707;1861.5720524017;10469.547325103;10107.68654854;50514.809590973;26918.278228322;0;125456.66666667;224.57142857143;1904.6428571429;1.6582278481013;14992
351.35483870968;3896.4285714286;101.35714285714;1605.59375;2549.2857142857;14439.285714286;49603.100436681;1555.5458515284;8808.9711934156;8197.030197155;47829.337094499;23424.828446663;0;102683.33333333;183.42857142857;1528.6428571429;1.4556962025316;12272
386.79032258065;4278.5714285714;113.57142857143;1793.96875;2815.8928571429;16128.571428571;51421.048034935;1706.4628820961;9765.7201646091;9078.0509109059;49681.241184767;25421.085464754;0;114629.16666667;201.85714285714;1706.9642857143;1.5632911392405;13699
345.98387096774;3875;104.85714285714;1693.5625;2537.3214285714;15050;45230.043668122;1541.8340611354;9086.70781893;8180.2470676316;43595.204513399;23144.104803493;0;105987.5;180.28571428571;1554.25;1.3987341772152;12666
385.20967741935;4257.8571428571;116.85714285714;1848.3125;2823.0357142857;16564.285714286;46381.834061135;1694.8471615721;9916.9958847737;9135.5752433242;44937.940761636;24890.829694323;0;117374.16666667;200.85714285714;1742.25;1.5;14026
338.40322580645;3873.5714285714;105.28571428571;1760.8125;2499.1071428571;15400;46562.358078603;1537.6419213974;9339.6296296296;8031.6321437484;44613.540197461;23643.169058016;0;107105.83333333;176;1534.8928571429;1.4113924050633;12800
313.88709677419;3634.2857142857;97.785714285714;1664.09375;2320.5357142857;14453.571428571;45842.489082969;1442.0087336245;8820.6995884774;7434.5520339406;43774.330042313;22551.466001248;0;99989.166666667;163.14285714286;1417.3928571429;1.3481012658228;11950
372.72580645161;4208.5714285714;115.78571428571;1896.21875;2749.1071428571;16725;47570.174672489;1671.5283842795;10066.131687243;8867.5442974794;45788.434414669;25171.553337492;0;117069.16666667;194;1699.3928571429;1.5;13990
1371.8064516129;14251.428571429;186.35714285714;2033.1875;8861.0714285714;24175;385682.48908297;5893.9737991266;19553.41563786;27228.475168455;370078.98448519;97754.210854648;0;206790;728.71428571429;3821.8571428571;7.7341772151899;24759
786.93548387097;8357.8571428571;139.35714285714;1846.09375;5253.9285714286;18982.142857143;193760.82969432;3421.7467248908;13639.176954733;16344.896431245;185936.5303244;55614.472863381;0;149145;416;2518.8571428571;4.1518987341772;17844
912.04838709677;9636.4285714286;163.92857142857;2145.9375;6099.1071428571;22146.428571429;218183.18777293;3944.2794759825;15755.185185185;19025.89218867;209614.9506347;63443.543356207;0;174307.5;482.14285714286;2955.5357142857;4.7278481012658;20853
735.06451612903;7809.2857142857;153.64285714286;2126.09375;5025.3571428571;20953.571428571;152295.32751092;3175.807860262;14019.094650206;15849.762914899;146647.39069111;49625.701809108;0;159718.33333333;387.42857142857;2613.1428571429;3.5443037974684;19100
545.12903225806;5959.2857142857;147.28571428571;2261.46875;3901.4285714286;20721.428571429;83366.72489083;2389.4323144105;12813.66255144;12508.235587721;80464.033850494;36026.200873362;0;149551.66666667;285.28571428571;2277;2.3164556962025;17875
546.87096774194;5965.7142857143;155.35714285714;2389.5;3951.4285714286;21782.142857143;73432.270742358;2385.327510917;13220;12742.70027452;71145.275035261;35184.029943855;0;156465;285.85714285714;2371.0714285714;2.2025316455696;18699
532.16129032258;5822.1428571429;150.85714285714;2331.46875;3844.2857142857;21214.285714286;73000.349344978;2327.9475982533;12908.641975309;12384.452208635;70641.748942172;34529.008109794;0;152195;278.14285714286;2300.5714285714;2.1645569620253;18189
522.35483870968;5726.4285714286;147.85714285714;2292.78125;3772.8571428571;20835.714285714;72712.401746725;2289.6943231441;12701.069958848;12145.620164712;70306.064880113;34092.326887087;0;149348.33333333;273;2253.5714285714;2.1392405063291;17849
546.87096774194;5965.7142857143;155.35714285714;2389.5;3951.4285714286;21782.142857143;73432.270742358;2385.327510917;13220;12742.70027452;71145.275035261;35184.029943855;0;156465;285.85714285714;2371.0714285714;2.2025316455696;18699
1308.5806451613;5243.5714285714;205.5;3667.5;5732.1428571429;10847.142857143;81127.729257642;4644.7598253275;16529.012345679;23784.751684552;84160.789844852;62554.585152838;0;179595;9995.5714285714;8335.5;11.164556962025;21549
1291.2903225806;5110.3571428571;203;3595.71875;5615.7142857143;10663.928571429;79954.978165939;4554.8689956332;16401.316872428;23372.261043174;83215.796897038;61422.33312539;0;177107.5;9865.6785714286;8217.75;10.981012658228;21251.5
1272.2580645161;4898.2142857143;198.92857142857;3470.46875;5447.8571428571;10238.214285714;78093.973799127;4431.5938864629;16193.621399177;22746.281507362;81791.25528914;59635.05926388;0;173309.16666667;9722.6785714286;8044.9642857143;10.70253164557;20796.5
1257.2903225806;4870.3571428571;197.85714285714;3449.5625;5409.6428571429;10223.928571429;77544.978165939;4393.3406113537;16029.012345679;22554.916396306;81086.036671368;59204.616344354;0;171765.83333333;9609.4642857143;7965.8214285714;10.613924050633;20611.5
1260.5161290323;4842.5;197.42857142857;3475.03125;5452.8571428571;10506.071428571;80204.017467249;4436.4847161572;16345.102880658;22669.840279511;84047.954866008;59709.918902059;0;172560.83333333;9532.3214285714;7939.1785714286;10.651898734177;20706.5
1244.5806451613;4770.7142857143;195.92857142857;3438.03125;5379.6428571429;10460;79468.602620087;4374.9344978166;16231.769547325;22402.221113052;83342.736248237;59029.943855271;0;170825;9412.3571428571;7852.6428571429;10.53164556962;20499
1250.064516129;4790.7142857143;205.64285714286;3426.25;5515.7142857143;10477.857142857;81165.76419214;4436.4192139738;16160.288065844;22437.184926379;84612.129760226;59535.246412976;0;171315;9469.8571428571;7811.2142857143;10.594936708861;20558
1220.1290322581;4735;203.5;3384.4375;5439.2857142857;10449.285714286;80067.772925764;4359.9126637555;15831.069958848;22054.454704268;83201.692524683;58674.360573924;0;168228.33333333;9243.4285714286;7652.9285714286;10.417721518987;20188
1223.2903225806;4649.6428571429;211.78571428571;3321.78125;5497.1428571429;10298.214285714;81141.179039301;4369.7598253275;15796.502057613;21868.292987272;84231.311706629;58477.854023706;0;167774.16666667;9284.25;7572.8928571429;10.386075949367;20134.5
1208.3225806452;4621.7857142857;210.71428571429;3300.875;5458.9285714286;10283.928571429;80592.183406114;4331.5065502183;15631.893004115;21676.927876217;83526.093088858;58047.41110418;0;166230.83333333;9171.0357142857;7493.75;10.29746835443;19949.5
1193.3548387097;4593.9285714286;209.64285714286;3279.96875;5420.7142857143;10269.642857143;80043.187772926;4293.2532751092;15467.283950617;21485.562765161;82820.874471086;57616.968184654;0;164687.5;9057.8214285714;7414.6071428571;10.208860759494;19764.5
