po4 no3 no2 o2 sio2 tn na k mg ca so4 cl co3 hco3 nh4 chl_a br toc alk
4.749473684210526869e+01 7.358064516129032882e+02 4.113043478260869534e+01 3.111250000000000000e+02 4.016666666666666856e+02 2.867571428571428442e+03 1.505868995633188024e+04 1.425240174672489275e+03 4.076790123456790297e+03 1.844057898677314734e+04 3.020833333333333485e+03 4.496473906911141967e+04 0.000000000000000000e+00 8.640000000000000000e+03 1.157111111111111313e+03 9.930000000000000000e+02 1.367088607594936889e+00 2.000000000000000000e+01 5.270000000000000000e+03
4.512631578947368638e+01 6.995161290322580498e+02 3.910869565217391397e+01 2.985625000000000000e+02 3.825000000000000000e+02 2.732214285714285325e+03 1.462471615720524278e+04 1.355764192139738043e+03 3.909753086419752890e+03 1.757154978787122309e+04 2.880208333333333485e+03 4.315937940761635400e+04 0.000000000000000000e+00 8.240000000000000000e+03 1.099333333333333485e+03 9.483571428571427759e+02 1.303797468354430444e+00 1.916666666666666785e+01 5.026000000000000000e+03
4.272631578947368780e+01 6.607258064516129252e+02 3.691304347826086740e+01 2.710312500000000000e+02 3.587500000000000568e+02 2.556749999999999545e+03 1.259593886462882256e+04 1.277358078602620253e+03 3.558703703703703923e+03 1.643752183678562506e+04 2.687500000000000000e+03 3.913963328631875629e+04 0.000000000000000000e+00 7.680000000000000000e+03 1.041166666666666970e+03 8.786785714285715585e+02 1.215189873417721556e+00 1.750000000000000000e+01 4.684500000000000000e+03
4.743157894736842195e+01 7.308064516129032882e+02 4.078260869565217206e+01 2.811875000000000000e+02 3.925000000000000568e+02 2.787357142857142662e+03 1.186908296943231653e+04 1.407379912663755704e+03 3.708765432098765814e+03 1.791058148240579249e+04 2.916666666666666515e+03 4.053596614950634103e+04 0.000000000000000000e+00 8.320000000000000000e+03 1.156333333333333485e+03 9.429285714285714448e+02 1.316455696202531778e+00 1.833333333333333570e+01 5.075000000000000000e+03
4.148947368421052317e+01 5.769354838709678006e+02 5.986956521739129755e+01 6.826093750000000000e+02 9.929166666666666288e+02 4.716785714285713766e+03 1.385545851528384446e+04 8.062882096069870386e+02 2.838251028806584600e+03 3.207474419765410403e+03 3.281250000000000000e+03 1.085585331452750324e+04 4.416666666666666856e+02 7.267868852459017035e+03 9.531388888888889142e+02 1.061142857142857110e+03 8.417721518987342222e-01 9.008333333333333712e+02 4.377500000000000000e+03
4.175263157894737276e+01 5.464516129032258505e+02 6.078260869565217206e+01 5.839531250000000000e+02 8.874166666666666288e+02 4.395500000000000000e+03 1.385698689956332055e+04 7.858078602620088304e+02 2.473148148148148266e+03 2.849276266533565831e+03 3.135416666666666970e+03 1.089196050775740332e+04 3.083333333333333144e+02 6.153278688524590507e+03 9.594166666666666288e+02 1.017071428571428555e+03 7.531645569620253333e-01 8.850000000000000000e+02 3.697500000000000000e+03
4.279473684210526585e+01 5.554838709677419502e+02 6.306521739130435122e+01 5.883281250000000000e+02 8.712500000000000000e+02 4.374428571428571558e+03 1.415930131004366922e+04 8.035371179039302660e+02 2.477798353909465277e+03 2.904854005490391501e+03 3.208333333333333030e+03 1.111819464033850454e+04 2.749999999999999432e+02 6.168688524590164889e+03 9.731388888888889142e+02 1.077928571428571558e+03 7.531645569620253333e-01 9.000000000000000000e+02 3.702500000000000000e+03
4.145789473684210691e+01 5.064516129032258505e+02 6.052173913043478137e+01 4.687031250000000000e+02 7.760833333333332575e+02 4.040357142857143117e+03 1.368598253275109346e+04 7.522707423580786781e+02 2.053230452674897151e+03 2.408148240578986588e+03 2.927083333333333030e+03 1.080394922425951881e+04 1.750000000000000000e+02 4.870655737704918465e+03 9.587500000000000000e+02 9.319285714285714448e+02 6.518987341772151112e-01 8.583333333333332575e+02 2.917500000000000000e+03
4.257368421052631646e+01 5.254838709677419502e+02 6.286956521739130466e+01 5.018906250000000568e+02 7.877500000000000000e+02 4.108071428571428442e+03 1.403104803493449981e+04 7.783842794759825665e+02 2.162860082304527168e+03 2.574007986024457296e+03 3.052083333333333030e+03 1.105218617771509162e+04 1.750000000000000000e+02 5.206721311475410403e+03 9.726388888888889142e+02 1.014071428571428669e+03 6.772151898734177777e-01 8.800000000000000000e+02 3.117500000000000000e+03
4.145789473684210691e+01 5.064516129032258505e+02 6.052173913043478137e+01 4.687031250000000000e+02 7.760833333333332575e+02 4.040357142857143117e+03 1.368598253275109346e+04 7.522707423580786781e+02 2.053230452674897151e+03 2.408148240578986588e+03 2.927083333333333030e+03 1.080394922425951881e+04 1.750000000000000000e+02 4.870655737704918465e+03 9.587500000000000000e+02 9.319285714285714448e+02 6.518987341772151112e-01 8.583333333333332575e+02 2.917500000000000000e+03
4.149473684210526869e+01 5.100806451612903629e+02 6.082608695652174191e+01 4.883437500000000000e+02 7.792500000000000000e+02 4.136428571428571558e+03 1.478091703056768711e+04 7.600000000000000000e+02 2.191646090534979521e+03 2.474270027451959322e+03 3.072916666666666970e+03 1.193229901269393486e+04 1.833333333333333144e+02 4.980655737704918465e+03 9.591666666666667425e+02 9.492142857142857792e+02 6.708860759493671111e-01 8.750000000000000000e+02 2.985000000000000000e+03
4.220000000000000284e+01 5.341129032258064626e+02 6.321739130434782794e+01 5.835000000000000000e+02 7.977500000000000000e+02 4.554571428571428442e+03 1.933318777292576488e+04 8.039737991266376866e+02 2.800123456790123328e+03 2.821687047666583567e+03 3.718750000000000000e+03 1.656981664315937815e+04 2.166666666666666572e+02 5.588688524590163979e+03 9.677777777777778283e+02 1.059428571428571331e+03 7.594936708860760000e-01 9.525000000000000000e+02 3.355000000000000000e+03
4.178947368421052744e+01 5.391129032258064626e+02 6.326086956521739069e+01 6.454687500000000000e+02 8.045833333333332575e+02 4.905000000000000000e+03 2.354039301310043811e+04 8.218340611353712575e+02 3.298971193415637572e+03 3.003244322435737558e+03 4.239583333333333030e+03 2.095909732016925409e+04 2.500000000000000000e+02 5.860655737704917556e+03 9.625000000000000000e+02 1.087500000000000000e+03 8.227848101265822223e-01 1.008333333333333258e+03 3.525000000000000000e+03
4.468421052631578760e+01 6.507258064516129252e+02 7.180434782608696764e+01 1.033968750000000000e+03 9.494166666666666288e+02 6.459642857142856883e+03 3.749799126637555310e+04 9.919650655021835064e+02 5.494156378600822791e+03 4.459271275268280078e+03 6.395833333333333940e+03 3.506177715091677965e+04 4.500000000000000000e+02 8.814754098360655917e+03 9.957777777777777146e+02 1.523071428571428442e+03 1.177215189873417778e+00 1.271666666666666742e+03 5.320000000000000000e+03
4.386315789473684390e+01 6.607258064516129252e+02 7.189130434782609314e+01 1.157906250000000000e+03 9.630833333333333712e+02 7.160500000000000000e+03 4.591240174672489229e+04 1.027685589519650648e+03 6.491851851851851279e+03 4.822385824806588062e+03 7.437500000000000000e+03 4.384033850493652426e+04 5.166666666666666288e+02 9.358688524590163070e+03 9.852222222222222854e+02 1.579214285714285779e+03 1.303797468354430222e+00 1.383333333333333485e+03 5.660000000000000000e+03
4.772631578947368780e+01 7.741129032258064626e+02 8.210869565217390686e+01 1.511500000000000000e+03 1.085416666666666515e+03 8.501928571428570649e+03 5.798244541484717047e+04 1.200087336244541575e+03 8.414855967078186950e+03 6.201746942850012601e+03 9.375000000000000000e+03 5.591255289139632805e+04 6.666666666666666288e+02 1.210819672131147490e+04 1.031388888888888914e+03 2.041071428571428442e+03 1.620253164556962222e+00 1.628333333333333258e+03 7.325000000000000000e+03
6.981052631578947398e+01 1.050080645161290249e+03 1.094782608695652186e+02 1.844406250000000000e+03 1.702750000000000227e+03 1.236557142857142753e+04 7.769956331877730554e+04 1.639432314410480330e+03 1.077152263374485483e+04 7.458148240578987497e+03 1.219375000000000000e+04 7.465275035260930599e+04 1.000000000000000000e+03 1.467000000000000000e+04 1.657722222222222172e+03 2.181571428571428442e+03 2.164556962025316444e+00 2.294166666666666515e+03 8.900000000000000000e+03
7.497894736842106056e+01 1.166693548387096826e+03 1.180000000000000284e+02 2.009500000000000000e+03 1.896916666666666515e+03 1.243442857142857065e+04 7.074938864628822193e+04 1.745414847161572197e+03 1.078740740740740694e+04 8.337234839031694719e+03 1.190208333333333394e+04 6.687503526093089022e+04 1.133333333333333258e+03 1.722622950819672405e+04 1.717888888888888687e+03 2.540642857142857338e+03 2.278481012658228000e+00 2.298333333333333030e+03 1.043000000000000000e+04
9.391578947368421382e+01 1.247016129032258050e+03 1.340217391304347814e+02 1.590750000000000000e+03 2.198083333333333485e+03 1.318050000000000182e+04 6.332847161572054029e+04 1.893013100436681270e+03 8.817818930041150452e+03 6.875667581731969221e+03 1.061666666666666788e+04 5.798645980253878224e+04 1.000000000000000000e+03 1.407868852459016489e+04 2.312055555555555657e+03 1.972785714285714221e+03 2.126582278481012445e+00 2.478333333333333485e+03 8.525000000000000000e+03
9.246842105263158373e+01 1.192580645161290477e+03 1.294782608695652186e+02 1.391265625000000000e+03 2.136416666666666970e+03 1.235150000000000000e+04 5.527611353711791162e+04 1.804410480349345107e+03 7.634300411522633112e+03 6.136673321687047974e+03 9.418750000000000000e+03 4.981777150916784012e+04 9.083333333333332575e+02 1.265196721311475631e+04 2.295083333333333485e+03 1.748357142857143117e+03 1.943037974683544444e+00 2.333333333333333485e+03 7.657500000000000000e+03
9.414210526315790162e+01 1.223870967741935601e+03 1.324565217391304373e+02 1.430578125000000000e+03 2.175416666666666515e+03 1.234971428571428623e+04 5.364659388646288426e+04 1.836506550218340635e+03 7.626893004115225267e+03 6.363501372597953377e+03 9.366666666666666060e+03 4.795543018335683882e+04 9.249999999999998863e+02 1.325672131147540858e+04 2.315250000000000455e+03 1.858285714285714221e+03 1.968354430379746667e+00 2.339166666666666515e+03 8.017500000000000000e+03
1.052421052631578959e+02 1.343467741935483900e+03 1.451739130434782510e+02 1.492718750000000000e+03 2.457250000000000000e+03 1.377371428571428623e+04 5.809537117903930630e+04 2.019868995633187524e+03 8.088065843621398017e+03 6.647417020214624245e+03 1.005208333333333212e+04 5.173483779971791228e+04 1.033333333333333258e+03 1.391131147540983693e+04 2.629722222222222172e+03 1.852000000000000000e+03 2.139240506329113778e+00 2.590833333333333030e+03 8.420000000000000000e+03
1.147789473684210577e+02 1.437177419354838776e+03 1.569130434782608745e+02 1.595406250000000000e+03 2.666583333333333030e+03 1.569442857142856883e+04 7.175270742358079588e+04 2.208471615720524369e+03 9.315596707818927825e+03 6.946793112053906952e+03 1.170625000000000000e+04 6.523102961918195069e+04 1.116666666666666515e+03 1.408983606557377061e+04 2.926611111111110858e+03 1.814214285714285779e+03 2.367088607594936445e+00 2.940000000000000000e+03 8.545000000000000000e+03
1.189368421052631675e+02 1.892177419354838776e+03 1.946956521739130608e+02 4.092812500000000000e+03 3.066083333333333030e+03 2.795771428571428260e+04 2.117317903930131288e+05 3.184759825327510953e+03 2.697798353909464277e+04 1.532745195907162451e+04 3.031041666666666424e+04 2.095356840620592120e+05 2.183333333333333030e+03 2.800180327868851964e+04 2.973000000000000000e+03 3.985714285714285779e+03 4.784810126582278222e+00 5.062500000000000000e+03 1.708500000000000000e+04
1.199315789473684220e+02 2.003870967741935374e+03 2.001956521739130608e+02 4.570765625000000000e+03 3.259083333333333030e+03 3.003485714285714130e+04 2.305594323144104856e+05 3.358078602620087622e+03 2.985594650205760627e+04 1.700293236835537755e+04 3.305000000000000000e+04 2.288276445698166208e+05 2.491666666666666515e+03 3.147508196721310742e+04 2.980916666666666515e+03 4.385999999999999091e+03 5.234177215189872889e+00 5.379166666666666970e+03 1.920750000000000000e+04
8.472631578947368780e+01 1.692822580645161224e+03 1.618478260869565020e+02 4.741343750000000000e+03 2.524916666666666515e+03 2.758921428571428623e+04 2.361875109170305659e+05 2.906986899563318730e+03 3.100477366255143352e+04 1.725757424507112592e+04 3.346250000000000000e+04 2.372451339915373246e+05 2.416666666666666515e+03 3.161311475409835475e+04 2.010777777777778056e+03 4.574500000000000000e+03 5.075949367088607111e+00 4.890000000000000000e+03 1.930000000000000000e+04
5.420000000000000995e+01 1.405322580645161452e+03 1.252826086956521863e+02 4.743750000000000000e+03 1.931166666666666742e+03 2.485007142857142753e+04 2.313398253275109455e+05 2.458209606986899416e+03 3.089506172839505598e+04 1.697626653356626048e+04 3.255625000000000000e+04 2.344851904090268072e+05 2.350000000000000000e+03 3.112639344262294617e+04 1.186388888888888687e+03 4.551928571428571558e+03 4.810126582278480889e+00 4.334166666666666970e+03 1.901000000000000000e+04
6.497894736842106056e+01 1.399677419354838776e+03 1.290217391304347814e+02 4.083562500000000000e+03 2.079666666666666515e+03 2.269835714285714130e+04 1.955783406113537203e+05 2.373318777292576669e+03 2.623950617283950123e+04 1.486925380583978040e+04 2.791874999999999636e+04 1.967418899858955992e+05 2.116666666666666515e+03 2.772639344262294617e+04 1.499166666666666970e+03 3.966928571428571558e+03 4.278481012658227556e+00 3.984166666666666060e+03 1.692000000000000000e+04
1.299736842105263008e+02 1.925645161290322676e+03 1.978478260869565304e+02 3.517765625000000000e+03 3.344250000000000000e+03 2.596171428571428260e+04 1.728992576419214311e+05 3.118602620087336618e+03 2.243207818930040958e+04 1.357348390316945370e+04 2.549583333333333212e+04 1.685173483779971721e+05 2.091666666666666515e+03 2.587508196721311469e+04 3.285361111111110858e+03 3.455285714285714221e+03 4.322784810126582222e+00 4.695833333333333030e+03 1.576750000000000000e+04
1.231105263157894711e+02 1.777822580645161224e+03 1.848913043478260931e+02 3.083171875000000000e+03 3.100333333333333030e+03 2.340142857142857247e+04 1.512768558951965242e+05 2.866026200873362541e+03 1.956693415637859653e+04 1.202604192662840069e+04 2.246041666666666788e+04 1.467244005641748954e+05 1.841666666666666742e+03 2.297377049180327958e+04 3.113638888888889142e+03 3.082928571428571558e+03 3.854430379746835111e+00 4.257500000000000000e+03 1.399250000000000000e+04
1.285368421052631618e+02 1.778629032258064626e+03 1.870652173913043441e+02 2.772718750000000000e+03 3.177749999999999545e+03 2.242164285714285506e+04 1.344910480349345307e+05 2.831310043668122489e+03 1.737757201646090471e+04 1.103865734963813338e+04 2.028750000000000000e+04 1.289811001410437166e+05 1.733333333333333485e+03 2.138377049180327958e+04 3.270444444444444343e+03 2.807714285714285779e+03 3.607594936708860445e+00 4.099166666666666970e+03 1.301500000000000000e+04
1.284631578947368382e+02 1.771370967741935374e+03 1.864565217391304088e+02 2.733437500000000000e+03 3.171416666666666515e+03 2.222950000000000000e+04 1.323011790393013216e+05 2.815851528384279391e+03 1.710074074074073724e+04 1.090641377589218791e+04 1.999583333333333212e+04 1.267244005641748663e+05 1.716666666666666515e+03 2.116377049180327958e+04 3.269611111111111313e+03 2.773142857142857338e+03 3.569620253164556445e+00 4.065833333333333485e+03 1.288000000000000000e+04
1.340368421052631618e+02 1.786693548387096826e+03 1.898478260869565020e+02 2.501546875000000000e+03 3.261499999999999545e+03 2.163400000000000000e+04 1.198951091703056882e+05 2.812052401746724627e+03 1.546504115226337126e+04 1.018351634639381155e+04 1.840625000000000000e+04 1.134944992947813735e+05 1.641666666666666515e+03 2.001377049180327958e+04 3.428083333333333485e+03 2.567071428571428442e+03 3.398734177215189334e+00 3.974166666666666515e+03 1.217250000000000000e+04
1.276157894736842167e+02 1.685161290322580726e+03 1.800000000000000000e+02 2.292171875000000000e+03 3.077083333333333485e+03 2.012321428571428260e+04 1.092648034934497846e+05 2.645152838427947700e+03 1.408903292181069810e+04 9.407574245071125915e+03 1.688125000000000000e+04 1.030070521861777088e+05 1.508333333333333030e+03 1.853311475409835839e+04 3.260694444444444343e+03 2.388857142857143117e+03 3.145569620253164000e+00 3.709166666666666515e+03 1.126750000000000000e+04
1.476052631578947114e+02 1.272741935483870975e+03 2.793478260869565233e+01 1.985968750000000000e+03 1.727249999999999773e+03 1.569085714285714130e+04 1.330943668122270901e+05 2.299126637554585159e+03 1.182814814814814599e+04 1.073008485150985871e+04 1.301354166666666606e+04 1.292513399153737410e+05 1.466666666666666856e+02 2.325065573770491756e+04 1.721111111111111143e+02 1.787678571428571331e+03 2.765822784810126223e+00 3.790416666666666515e+03 1.414200000000000000e+04
1.485052631578947171e+02 1.255161290322580498e+03 2.743478260869565588e+01 1.882031250000000000e+03 1.706499999999999773e+03 1.520499999999999818e+04 1.318275545851528586e+05 2.284541484716157356e+03 1.145510288065843451e+04 1.065782380833541356e+04 1.277291666666666606e+04 1.282708039492242242e+05 1.333333333333333428e+02 2.258786885245901794e+04 1.735555555555555713e+02 1.777285714285714221e+03 2.746835443037974667e+00 3.750833333333333485e+03 1.373900000000000000e+04
1.424684210526315553e+02 1.222580645161290249e+03 2.613043478260869534e+01 1.857625000000000000e+03 1.647583333333333030e+03 1.481214285714285506e+04 1.320617903930131288e+05 2.225065502183406352e+03 1.127020576131686903e+04 1.022526828050910990e+04 1.263750000000000000e+04 1.282764456981664116e+05 1.333333333333333428e+02 2.185786885245901431e+04 1.658888888888888857e+02 1.697107142857142662e+03 2.715189873417721333e+00 3.714583333333333485e+03 1.329600000000000000e+04
1.419157894736841854e+02 1.190645161290322449e+03 2.543478260869565233e+01 1.734656250000000000e+03 1.590833333333333030e+03 1.431185714285714130e+04 1.311305240174672799e+05 2.197379912663755476e+03 1.085378600823045053e+04 9.947167456950337510e+03 1.237500000000000000e+04 1.275593794076163322e+05 1.066666666666666856e+02 2.088229508196721508e+04 1.655555555555555713e+02 1.661571428571428442e+03 2.696202531645569778e+00 3.679166666666666515e+03 1.270300000000000000e+04
1.368736842105263065e+02 1.151129032258064399e+03 2.371739130434782794e+01 1.641312500000000000e+03 1.535666666666666515e+03 1.350114285714285506e+04 1.301585152838428185e+05 2.128646288209607064e+03 1.038893004115226177e+04 9.558847017718991992e+03 1.205208333333333394e+04 1.266045133991537150e+05 1.066666666666666856e+02 1.978229508196721144e+04 1.593333333333333428e+02 1.581857142857142890e+03 2.645569620253164445e+00 3.604166666666666515e+03 1.203500000000000000e+04
1.366315789473684106e+02 1.144032258064516100e+03 2.336956521739130466e+01 1.606000000000000000e+03 1.530499999999999773e+03 1.325828571428571195e+04 1.296184279475982767e+05 2.117292576419214129e+03 1.023543209876543187e+04 9.528774644372348121e+03 1.194791666666666788e+04 1.261531734837799449e+05 1.066666666666666856e+02 1.952229508196721508e+04 1.591111111111111143e+02 1.572642857142857110e+03 2.632911392405063111e+00 3.581666666666666515e+03 1.187700000000000000e+04
1.365789473684210407e+02 1.158225806451612698e+03 2.319565217391304657e+01 1.640687500000000000e+03 1.574333333333333030e+03 1.315142857142857065e+04 1.291994759825327783e+05 2.116593886462882438e+03 1.026810699588477291e+04 9.731694534564512651e+03 1.195000000000000000e+04 1.257418899858955992e+05 1.333333333333333428e+02 1.984786885245901794e+04 1.588888888888888857e+02 1.585142857142857110e+03 2.620253164556961778e+00 3.560833333333333485e+03 1.207500000000000000e+04
1.358684210526315610e+02 1.168870967741935601e+03 2.197826086956521863e+01 1.621781250000000000e+03 1.649083333333333030e+03 1.233057142857142571e+04 1.270113537117904198e+05 2.086812227074236034e+03 9.949711934156377538e+03 1.006235338158223203e+04 1.169375000000000000e+04 1.237909732016925118e+05 1.866666666666666572e+02 1.984901639344262367e+04 1.578888888888888857e+02 1.587107142857142890e+03 2.563291139240506222e+00 3.462916666666666515e+03 1.207600000000000000e+04
1.400684210526315780e+02 1.181129032258064399e+03 2.069565217391304657e+01 1.483906250000000000e+03 1.694416666666666742e+03 1.131642857142857065e+04 1.298426200873362686e+05 2.104366812227074206e+03 9.435390946502056977e+03 1.032921138008485286e+04 1.162187500000000182e+04 1.268011283497884142e+05 2.000000000000000000e+02 1.914180327868852692e+04 1.635555555555555429e+02 1.587107142857142890e+03 2.601265822784810222e+00 3.476250000000000000e+03 1.164700000000000000e+04
1.222789473684210435e+02 1.051935483870967573e+03 1.878260869565217561e+01 1.418187500000000000e+03 1.532583333333333485e+03 1.048785714285714130e+04 1.127451528384279518e+05 1.866899563318777609e+03 8.697860082304527168e+03 9.277551784377341392e+03 1.025729166666666606e+04 1.104414668547249457e+05 2.000000000000000000e+02 1.770180327868852692e+04 1.410000000000000000e+02 1.448750000000000000e+03 2.272151898734176889e+00 3.061250000000000000e+03 1.077000000000000000e+04
1.310263157894736707e+02 1.083387096774193651e+03 1.880434782608695699e+01 1.301218750000000000e+03 1.535749999999999773e+03 1.035885714285714312e+04 1.233617467248908506e+05 1.969781659388646631e+03 8.634979423868313461e+03 9.410094834040428395e+03 1.081666666666666606e+04 1.207071932299012406e+05 1.600000000000000000e+02 1.714344262295082081e+04 1.525555555555555713e+02 1.463107142857142890e+03 2.462025316455696444e+00 3.291250000000000000e+03 1.043200000000000000e+04
1.306631578947368268e+02 1.072741935483870975e+03 1.828260869565217561e+01 1.248250000000000000e+03 1.527999999999999773e+03 9.994571428571427532e+03 1.225516157205240452e+05 1.952751091703057000e+03 8.404732510288065896e+03 9.364986274020462588e+03 1.066041666666666606e+04 1.200301833568406000e+05 1.600000000000000000e+02 1.675344262295082081e+04 1.522222222222222285e+02 1.449285714285714221e+03 2.443037974683544444e+00 3.257500000000000000e+03 1.019500000000000000e+04
1.293315789473683992e+02 1.033709677419354875e+03 1.636956521739130466e+01 1.054031250000000000e+03 1.499583333333333258e+03 8.658857142857143117e+03 1.195811353711790580e+05 1.890305676855895399e+03 7.560493827160493311e+03 9.199588220613924932e+03 1.008750000000000000e+04 1.175478138222848793e+05 1.600000000000000000e+02 1.532344262295082081e+04 1.510000000000000000e+02 1.398607142857142890e+03 2.373417721518987555e+00 3.133750000000000000e+03 9.326000000000000000e+03
1.279999999999999716e+02 1.022903225806451701e+03 1.634782608695652328e+01 1.052656250000000000e+03 1.466166666666666515e+03 8.765857142857143117e+03 1.201867248908297188e+05 1.882882096069869249e+03 7.593868312757201238e+03 9.008784626902921445e+03 1.011770833333333394e+04 1.180369534555712016e+05 1.466666666666666856e+02 1.514065573770491756e+04 1.493333333333333428e+02 1.378071428571428442e+03 2.379746835443038222e+00 3.149166666666666515e+03 9.215000000000000000e+03
1.162263157894736736e+02 9.591935483870967118e+02 1.576086956521739246e+01 1.113906250000000000e+03 1.388416666666666970e+03 8.744571428571427532e+03 1.099711790393013216e+05 1.748122270742358296e+03 7.493251028806582326e+03 8.449525829797854385e+03 9.462500000000000000e+03 1.080724964739068964e+05 1.600000000000000000e+02 1.494344262295082081e+04 1.341111111111110858e+02 1.308821428571428669e+03 2.183544303797468444e+00 2.916250000000000000e+03 9.094000000000000000e+03
1.266157894736841882e+02 1.026290322580645125e+03 1.615217391304347672e+01 1.085968750000000000e+03 1.476583333333333258e+03 8.766000000000000000e+03 1.203733624454148667e+05 1.874759825327511180e+03 7.659917695473250205e+03 9.020900923384077032e+03 1.015000000000000000e+04 1.181148095909731783e+05 1.600000000000000000e+02 1.528344262295082081e+04 1.474444444444444571e+02 1.370035714285714221e+03 2.373417721518987111e+00 3.143750000000000000e+03 9.302000000000000000e+03
1.219736842105263008e+02 1.024677419354838776e+03 1.665217391304348027e+01 1.222906250000000000e+03 1.489250000000000000e+03 9.255571428571427532e+03 1.161035371179039648e+05 1.839126637554585386e+03 7.993004115226336580e+03 9.013314200149738099e+03 1.006875000000000000e+04 1.138107193229901022e+05 1.866666666666666572e+02 1.608901639344262367e+04 1.411111111111110858e+02 1.374964285714285779e+03 2.297468354430380000e+00 3.065416666666666515e+03 9.791000000000000000e+03
1.254421052631578846e+02 1.046290322580645352e+03 1.800000000000000355e+01 1.279562500000000000e+03 1.505833333333333258e+03 9.930428571428570649e+03 1.171410480349345453e+05 1.889082969432314712e+03 8.337736625514402476e+03 9.180758672323434439e+03 1.031770833333333394e+04 1.148033850493652862e+05 1.733333333333333428e+02 1.674622950819672405e+04 1.454444444444444287e+02 1.424928571428571331e+03 2.341772151898734222e+00 3.133333333333333485e+03 1.019000000000000000e+04
1.256842105263157805e+02 1.053387096774193651e+03 1.834782608695652328e+01 1.314875000000000000e+03 1.511000000000000000e+03 1.017328571428571377e+04 1.176811353711790871e+05 1.900436681222707648e+03 8.491234567901234186e+03 9.210831045670078311e+03 1.042187500000000000e+04 1.152547249647390563e+05 1.733333333333333428e+02 1.700622950819672405e+04 1.456666666666666288e+02 1.434142857142857110e+03 2.354430379746835555e+00 3.155833333333333485e+03 1.034800000000000000e+04
8.958947368421051749e+01 7.903225806451612243e+02 1.552173913043478493e+01 1.237781250000000000e+03 1.190666666666666742e+03 8.951857142857143117e+03 7.844698689956332964e+04 1.413886462882096339e+03 7.167448559670781833e+03 7.165036186673322845e+03 7.515625000000000909e+03 7.779210155148095510e+04 1.733333333333333428e+02 1.466622950819672224e+04 9.977777777777777146e+01 1.192714285714285779e+03 1.632911392405063333e+00 2.253333333333333030e+03 8.921000000000000000e+03
1.224105263157894683e+02 1.011935483870967801e+03 1.782608695652174191e+01 1.288875000000000000e+03 1.532500000000000227e+03 9.920000000000000000e+03 1.075968995633188024e+05 1.855982532751091867e+03 8.288806584362138892e+03 9.302770152233591944e+03 9.563541666666667879e+03 1.071382228490832204e+05 2.000000000000000000e+02 1.699180327868852692e+04 1.377777777777777715e+02 1.513000000000000000e+03 2.202531645569620444e+00 2.980833333333333485e+03 1.033800000000000000e+04
1.277684210526315667e+02 1.073870967741935601e+03 1.810869565217391397e+01 1.362250000000000000e+03 1.647500000000000227e+03 1.001328571428571377e+04 1.127096506550218473e+05 1.929606986899563708e+03 8.574650205761316101e+03 9.922909907661591205e+03 1.001458333333333394e+04 1.119937940761635982e+05 2.400000000000000284e+02 1.791016393442622939e+04 1.443333333333333144e+02 1.571571428571428669e+03 2.291139240506328889e+00 3.085833333333333485e+03 1.089700000000000000e+04
1.229684210526315695e+02 1.041451612903225850e+03 1.673913043478260931e+01 1.304218750000000000e+03 1.597500000000000227e+03 9.445428571428572468e+03 1.122777292576419422e+05 1.872227074235808232e+03 8.263292181069957223e+03 9.564661841776889560e+03 9.795833333333333940e+03 1.114902679830747365e+05 2.400000000000000284e+02 1.707016393442622939e+04 1.383333333333333144e+02 1.501071428571428669e+03 2.253164556962025333e+00 3.033333333333333485e+03 1.038700000000000000e+04
1.322263157894736594e+02 1.080000000000000000e+03 1.754347826086956630e+01 1.240531250000000000e+03 1.589083333333333258e+03 9.855571428571427532e+03 1.241839737991266593e+05 1.998165938864629197e+03 8.491069958847734597e+03 9.655889693037186589e+03 1.056249999999999818e+04 1.228643159379407589e+05 1.866666666666666572e+02 1.686901639344262367e+04 1.504444444444444287e+02 1.527607142857142662e+03 2.474683544303797333e+00 3.318750000000000000e+03 1.026600000000000000e+04
1.321157894736842024e+02 1.037419354838709751e+03 1.763043478260869534e+01 1.118500000000000000e+03 1.474333333333333258e+03 9.879857142857141298e+03 1.246912663755458780e+05 1.988558951965065944e+03 8.255884773662550288e+03 9.118517594210132302e+03 1.045312500000000000e+04 1.234411847672778385e+05 1.200000000000000142e+02 1.579508196721311469e+04 1.507777777777777715e+02 1.487142857142857110e+03 2.493670886075949333e+00 3.348333333333333485e+03 9.613000000000000000e+03
1.284684210526315553e+02 1.028870967741935829e+03 1.771739130434782794e+01 1.186500000000000000e+03 1.490750000000000000e+03 9.951571428571429351e+03 1.192151965065502591e+05 1.943668122270742515e+03 8.309012345679011560e+03 9.155165959570751511e+03 1.018437500000000000e+04 1.181765867418899725e+05 1.466666666666666856e+02 1.623065573770491756e+04 1.458888888888888573e+02 1.492535714285714221e+03 2.398734177215190222e+00 3.231250000000000000e+03 9.877000000000000000e+03
1.276210526315789338e+02 1.004032258064516327e+03 1.650000000000000000e+01 1.062906250000000000e+03 1.472666666666666742e+03 9.101571428571429351e+03 1.173248908296943700e+05 1.903930131004367013e+03 7.771769547325102394e+03 9.049912652857499779e+03 9.819791666666666060e+03 1.165968970380817918e+05 1.466666666666666856e+02 1.532065573770491756e+04 1.451111111111110858e+02 1.460285714285714221e+03 2.354430379746835555e+00 3.152500000000000000e+03 9.324000000000000000e+03
