po4 no3 no2 o2 sio2 tn na k mg ca so4 cl co3 hco3 nh4 chl_a br toc alk
2.113410526315789411e+03 9.336612903225806804e+03 7.713043478260869961e+02 3.232853125000000000e+04 2.831333333333333212e+04 1.703707142857142608e+05 9.831641484716158593e+05 3.812799126637553854e+04 1.246137448559670738e+05 1.728086348889443325e+05 1.751833333333333430e+05 9.305980253878700314e+05 3.080000000000000000e+03 2.713770491803278564e+05 3.249250000000000000e+04 3.985642857142857247e+04 8.341772151898734933e+01 4.460583333333333576e+04 1.676200000000000000e+05
2.110315789473684163e+03 8.888548387096774604e+03 7.575434782608693922e+02 3.093106250000000000e+04 2.784799999999999636e+04 1.638764285714285506e+05 9.691487772925765021e+05 3.747157205240174517e+04 1.227083950617283845e+05 1.676518842026453640e+05 1.697093750000000291e+05 9.223441466854723403e+05 3.140000000000000000e+03 2.650822950819671969e+05 3.226994444444444525e+04 3.825378571428571740e+04 8.100000000000000000e+01 4.391916666666667152e+04 1.638000000000000000e+05
2.121221052631578459e+03 8.904112903225804985e+03 7.733043478260869961e+02 3.087378125000000000e+04 2.808433333333333212e+04 1.638889285714285797e+05 9.734389082969434094e+05 3.764473799126638187e+04 1.225336213991769473e+05 1.678186548540054646e+05 1.703489583333333430e+05 9.249111424541608430e+05 3.140000000000000000e+03 2.660257377049180213e+05 3.269019444444444525e+04 3.828503571428571013e+04 8.136075949367088356e+01 4.427708333333333576e+04 1.643825000000000000e+05
2.068442105263157373e+03 8.877822580645160997e+03 7.289347826086956275e+02 3.124518750000000000e+04 2.722983333333333212e+04 1.651725000000000000e+05 9.586283406113537494e+05 3.684648471615720337e+04 1.238319341563786002e+05 1.675521212877464131e+05 1.688718750000000000e+05 9.149421720733427210e+05 3.080000000000000000e+03 2.638388524590164307e+05 3.123986111111111313e+04 3.851046428571428987e+04 8.042405063291138845e+01 4.311208333333333576e+04 1.630025000000000000e+05
2.016715789473683799e+03 8.912177419354839003e+03 6.972173913043478706e+02 3.163081250000000000e+04 2.678816666666666424e+04 1.674996428571428696e+05 9.377300436681222636e+05 3.601858078602620662e+04 1.251502469135802385e+05 1.677590341901672073e+05 1.668083333333333430e+05 8.978561354019745486e+05 3.400000000000000000e+03 2.649906557377048885e+05 3.015308333333333576e+04 3.842225000000000000e+04 7.958860759493671821e+01 4.204458333333333576e+04 1.638875000000000000e+05
2.147705263157894478e+03 9.754758064516128798e+03 7.488043478260871098e+02 3.375381250000000000e+04 2.880750000000000000e+04 1.757775000000000000e+05 1.002081135371179087e+06 3.907334061135371303e+04 1.287478189300411468e+05 1.791736835537808656e+05 1.800020833333333430e+05 9.506234132581100566e+05 3.240000000000000000e+03 2.781319672131147236e+05 3.224513888888889051e+04 4.095803571428571740e+04 8.528481012658227201e+01 4.507958333333333576e+04 1.717975000000000000e+05
2.182210526315789139e+03 1.017500000000000000e+04 7.728695652173913686e+02 3.448925000000000000e+04 2.963966666666666788e+04 1.777178571428571304e+05 1.018544585152838496e+06 4.026493449781659729e+04 1.273437860082304542e+05 1.829895682555527892e+05 1.849239583333333430e+05 9.582031029619182227e+05 3.120000000000000000e+03 2.812727868852458778e+05 3.308827777777778101e+04 4.178642857142857247e+04 8.736708860759493689e+01 4.610416666666667152e+04 1.736350000000000000e+05
2.145978947368420904e+03 9.659516129032259414e+03 7.595217391304347530e+02 3.302775000000000000e+04 2.890416666666666424e+04 1.716585714285714203e+05 1.004717598253275268e+06 3.932515283842794452e+04 1.248020576131687267e+05 1.765477414524581982e+05 1.790895833333333430e+05 9.491763046544428216e+05 3.020000000000000000e+03 2.726347540983606596e+05 3.228827777777778101e+04 4.001885714285714494e+04 8.459493670886077155e+01 4.529333333333333576e+04 1.683050000000000000e+05
2.182294736842105522e+03 9.763709677419354193e+03 7.634130434782608745e+02 3.369103125000000000e+04 2.922100000000000000e+04 1.757635714285714494e+05 1.016596637554585119e+06 3.966917030567686015e+04 1.288303292181069846e+05 1.797991764412278717e+05 1.812302083333333430e+05 9.640225669957686914e+05 3.240000000000000000e+03 2.792242622950819787e+05 3.276988888888889051e+04 4.088285714285714494e+04 8.587341772151899022e+01 4.576666666666667152e+04 1.724650000000000000e+05
2.475284210526315746e+03 1.153677419354838639e+04 8.627608695652174902e+02 3.946656250000000000e+04 3.315916666666667152e+04 2.023035714285714203e+05 1.158733449781659292e+06 4.548117903930131433e+04 1.468051851851851679e+05 2.085879460943349113e+05 2.110531250000000000e+05 1.093303244005641667e+06 3.240000000000000000e+03 3.189321311475409893e+05 3.729333333333333576e+04 4.832078571428572468e+04 9.941772151898736354e+01 5.210083333333333576e+04 1.967050000000000000e+05
2.338147368421052306e+03 1.218822580645161179e+04 8.262608695652176038e+02 4.069678125000000000e+04 3.294183333333332848e+04 2.051364285714285506e+05 1.133478558951965068e+06 4.530580786026200803e+04 1.402131687242798216e+05 2.101619166458697291e+05 2.129437500000000000e+05 1.054031029619181762e+06 3.060000000000000000e+03 3.134829508196720853e+05 3.486072222222221899e+04 4.819521428571428987e+04 9.925316455696201956e+01 5.094916666666667152e+04 1.932350000000000000e+05
2.379810526315789502e+03 1.109338709677419138e+04 8.170652173913043725e+02 3.798225000000000000e+04 3.196700000000000000e+04 1.945607142857142899e+05 1.125789301310043782e+06 4.409458515283843008e+04 1.411327160493826959e+05 2.007240578986773035e+05 2.033875000000000000e+05 1.063418899858956225e+06 3.080000000000000000e+03 3.050308196721311542e+05 3.521266666666667152e+04 4.592771428571428987e+04 9.539240506329113600e+01 5.028333333333333576e+04 1.881000000000000000e+05
2.292715789473683799e+03 1.018572580645161361e+04 7.785652173913044862e+02 3.533750000000000000e+04 3.022499999999999636e+04 1.827196428571428696e+05 1.073896375545851421e+06 4.169386462882096384e+04 1.356886831275720033e+05 1.884907287247317145e+05 1.907614583333333139e+05 1.021235543018335593e+06 3.020000000000000000e+03 2.892896721311475267e+05 3.382852777777778101e+04 4.308053571428571740e+04 8.981645569620253866e+01 4.784958333333333576e+04 1.784625000000000000e+05
2.253242105263157555e+03 1.006935483870967801e+04 7.775869565217392392e+02 3.503843750000000000e+04 2.977199999999999636e+04 1.816664285714285506e+05 1.054766986899563344e+06 4.082379912663755385e+04 1.350196707818929863e+05 1.864357624157723913e+05 1.884802083333333139e+05 1.002829337094499264e+06 3.020000000000000000e+03 2.876563934426229680e+05 3.360244444444444525e+04 4.296942857142857247e+04 8.892405063291137424e+01 4.715583333333333576e+04 1.774800000000000000e+05
2.164168421052630947e+03 9.746935483870967801e+03 7.539565217391304941e+02 3.392331250000000000e+04 2.865866666666666788e+04 1.761000000000000000e+05 1.009653406113537261e+06 3.912100436681222345e+04 1.304301646090534923e+05 1.800388320439231175e+05 1.816156250000000000e+05 9.591452750352609437e+05 2.980000000000000000e+03 2.788347540983606596e+05 3.257488888888889051e+04 4.176728571428571740e+04 8.591139240506328179e+01 4.530250000000000000e+04 1.720800000000000000e+05
2.267747368421052215e+03 9.624677419354837184e+03 7.959130434782608745e+02 3.322721875000000000e+04 2.955733333333333212e+04 1.726457142857142899e+05 1.038763318777292734e+06 4.030262008733624680e+04 1.308348148148148030e+05 1.803612927377090091e+05 1.834229166666666861e+05 9.877094499294781126e+05 2.920000000000000000e+03 2.806819672131147236e+05 3.447561111111110949e+04 4.151214285714286234e+04 8.687341772151897601e+01 4.686666666666666424e+04 1.731650000000000000e+05
2.298063157894736378e+03 9.432741935483871202e+03 7.825652173913044862e+02 3.356178125000000000e+04 2.916733333333333212e+04 1.758621428571428405e+05 1.050202445414847229e+06 4.005960698689955461e+04 1.369256790123456740e+05 1.817218617419516086e+05 1.837260416666666570e+05 1.009009873060648679e+06 2.960000000000000000e+03 2.848947540983606596e+05 3.449694444444444525e+04 4.242964285714285506e+04 8.727848101265821867e+01 4.688916666666667152e+04 1.757800000000000000e+05
2.364189473684210498e+03 1.033596774193548481e+04 8.378478260869567293e+02 3.762487500000000000e+04 3.030216666666666788e+04 1.984035714285714494e+05 1.109139170305676991e+06 4.148528384279476450e+04 1.516515226337448403e+05 1.976670077364612080e+05 1.996010416666666570e+05 1.064637517630465562e+06 2.960000000000000000e+03 3.112255737704918138e+05 3.603427777777777374e+04 4.810042857142857247e+04 9.493670886075949511e+01 4.941416666666666424e+04 1.919350000000000000e+05
2.261684210526315383e+03 1.020532258064516282e+04 7.926521739130436117e+02 3.773365625000000000e+04 2.895866666666666788e+04 1.992050000000000291e+05 1.072657554585152771e+06 3.977183406113537058e+04 1.515346502057613106e+05 1.950312702770152246e+05 1.955531250000000000e+05 1.032688293370944913e+06 2.920000000000000000e+03 3.070534426229508244e+05 3.424961111111110949e+04 4.819078571428571740e+04 9.307594936708859734e+01 4.747083333333332848e+04 1.893800000000000000e+05
2.261052631578947057e+03 1.018983870967742041e+04 7.963695652173913686e+02 3.809750000000000000e+04 2.885166666666666788e+04 2.019221428571428405e+05 1.077852139737991150e+06 3.955082969432313985e+04 1.547774897119341476e+05 1.962779136511105753e+05 1.966156250000000000e+05 1.040600846262341132e+06 2.920000000000000000e+03 3.102737704918032978e+05 3.425211111111110949e+04 4.884564285714286234e+04 9.360759493670886400e+01 4.758833333333332848e+04 1.913600000000000000e+05
2.212484210526316019e+03 1.004548387096774240e+04 7.772608695652174902e+02 3.774568750000000000e+04 2.825499999999999636e+04 2.004485714285714494e+05 1.056860131004366791e+06 3.868008733624454180e+04 1.534604115226337162e+05 1.936660593960569240e+05 1.933552083333333430e+05 1.021633286318758735e+06 2.960000000000000000e+03 3.067563934426229098e+05 3.347033333333333576e+04 4.832050000000000000e+04 9.216455696202531556e+01 4.660333333333332848e+04 1.892400000000000000e+05
2.239073684210526153e+03 9.948387096774195015e+03 7.761086956521739921e+02 3.773409375000000000e+04 2.830383333333333212e+04 2.009707142857142899e+05 1.069838951965065440e+06 3.888868995633188024e+04 1.557633744855966943e+05 1.941834040429248998e+05 1.938604166666666570e+05 1.038290550070521771e+06 2.960000000000000000e+03 3.080213114754098351e+05 3.355655555555555475e+04 4.836450000000000000e+04 9.235443037974683023e+01 4.694583333333332848e+04 1.900100000000000000e+05
2.703094736842105249e+03 1.042129032258064581e+04 7.998695652173913686e+02 3.901087500000000000e+04 2.994316666666666424e+04 1.981250000000000291e+05 1.111603493449781789e+06 4.240179039301310695e+04 1.687812345679012069e+05 2.099875717494384735e+05 2.049156250000000000e+05 1.095198871650211513e+06 3.020000000000000000e+03 3.330616393442623084e+05 4.190666666666666424e+04 5.490842857142857974e+04 9.958227848101266488e+01 4.944083333333332848e+04 2.052800000000000000e+05
1.406663157894736969e+03 1.303725806451612880e+04 2.119565217391304373e+02 3.487187500000000000e+04 3.026083333333333576e+04 1.132185714285714203e+05 6.445786026200873312e+05 8.492606986899564799e+04 1.333180658436213853e+05 2.559247566758173052e+05 8.547395833333332848e+04 7.313246826516218716e+05 0.000000000000000000e+00 3.565406557377049467e+05 6.367833333333333940e+03 6.430371428571428987e+04 1.248987341772152035e+02 6.492000000000000000e+04 2.173020000000000000e+05
1.510378947368420995e+03 1.336870967741935419e+04 2.139347826086956559e+02 3.504946875000000000e+04 3.328933333333333576e+04 1.262021428571428405e+05 7.589875545851528877e+05 9.738882096069869294e+04 1.425925925925925840e+05 2.724956076865485520e+05 9.437187500000001455e+04 8.771892806770099560e+05 0.000000000000000000e+00 3.682874754098360427e+05 7.069777777777777374e+03 6.662921428571428987e+04 1.291772151898734364e+02 7.661750000000001455e+04 2.244620000000000000e+05
1.602084210526315701e+03 1.353903225806451519e+04 2.180434782608695627e+02 3.515728125000000000e+04 3.500683333333332848e+04 1.337814285714285506e+05 8.194780349344979040e+05 1.041149781659388827e+05 1.479664197530864039e+05 2.825053656101821689e+05 9.930937500000001455e+04 9.528392101551481755e+05 0.000000000000000000e+00 3.764114754098360427e+05 7.482611111111111313e+03 6.810028571428571013e+04 1.330126582278480782e+02 8.288250000000001455e+04 2.294120000000000000e+05
1.602652631578947421e+03 1.359983870967742041e+04 2.188260869565217490e+02 3.536500000000000000e+04 3.508233333333332848e+04 1.341671428571428405e+05 8.203931441048035631e+05 1.042899563318777509e+05 1.485921810699588386e+05 2.835378337908659596e+05 9.958854166666665697e+04 9.536129760225670179e+05 0.000000000000000000e+00 3.785874754098360427e+05 7.494666666666666970e+03 6.853007142857142026e+04 1.335949367088607573e+02 8.295916666666667152e+04 2.307380000000000000e+05
1.705547368421052397e+03 1.445354838709677460e+04 2.291304347826086598e+02 3.804075000000000000e+04 3.710316666666667152e+04 1.369385714285714203e+05 8.282360698689958081e+05 1.066204803493449872e+05 1.578729218106995686e+05 2.986615922136261361e+05 1.037354166666666715e+05 9.564431593794076471e+05 0.000000000000000000e+00 3.989655081967213191e+05 7.862222222222221717e+03 7.118885714285714494e+04 1.391898734177215147e+02 8.408333333333334303e+04 2.431460000000000000e+05
1.745799999999999955e+03 1.710274193548386756e+04 2.673913043478260647e+02 4.519140625000000000e+04 3.930233333333333576e+04 1.375900000000000000e+05 8.098670305676857242e+05 1.071878165938864840e+05 1.703529629629629198e+05 3.250112303468929604e+05 1.082968750000000000e+05 9.209046544428773923e+05 0.000000000000000000e+00 4.411843278688524151e+05 8.176888888888888687e+03 8.148957142857142026e+04 1.520759493670886116e+02 8.202833333333334303e+04 2.689010000000000000e+05
1.738563157894736833e+03 2.110806451612903038e+04 3.209130434782608177e+02 5.499601562500000000e+04 4.210433333333332848e+04 1.373900000000000000e+05 7.976318122270741733e+05 1.089219868995633005e+05 1.833300411522633513e+05 3.570675942101323162e+05 1.141531249999999854e+05 8.938358251057827147e+05 0.000000000000000000e+00 4.897453114754097769e+05 8.543583333333333940e+03 9.390764285714285506e+04 1.666139240506329315e+02 8.019000000000000000e+04 2.985465000000000000e+05
1.707394736842105203e+03 2.009919354838709478e+04 3.062391304347825667e+02 5.278292187500000000e+04 4.120850000000000000e+04 1.407392857142857101e+05 8.121562227074236143e+05 1.096552620087336254e+05 1.812336625514403277e+05 3.506485026204143069e+05 1.136739583333333285e+05 9.154414668547250330e+05 0.000000000000000000e+00 4.870389508196720853e+05 8.409750000000000000e+03 9.203149999999998545e+04 1.652215189873417671e+02 8.148416666666665697e+04 2.968815000000000000e+05
1.747510526315789321e+03 1.926354838709677279e+04 2.968043478260869392e+02 5.048710937500000000e+04 4.122533333333332848e+04 1.450935714285714203e+05 8.471681877729257103e+05 1.127272270742358087e+05 1.801143621399176773e+05 3.473983404042925104e+05 1.146593749999999854e+05 9.626279266572636552e+05 0.000000000000000000e+00 4.802777704918032396e+05 8.496583333333332121e+03 8.995078571428571013e+04 1.641835443037974755e+02 8.514166666666667152e+04 2.927505000000000000e+05
1.725026315789473756e+03 1.952483870967741677e+04 3.009782608695651902e+02 5.108029687500000000e+04 4.085166666666666424e+04 1.427192857142857101e+05 8.287504585152838845e+05 1.108440829694323329e+05 1.786231687242797925e+05 3.462157599201397970e+05 1.134218750000000000e+05 9.388203102961919503e+05 0.000000000000000000e+00 4.798106229508196702e+05 8.396250000000000000e+03 9.015850000000000000e+04 1.642088607594936889e+02 8.316166666666667152e+04 2.924725000000000000e+05
1.797068421052631493e+03 1.942451612903225396e+04 3.004782608695651902e+02 5.046448437500000000e+04 4.216150000000000728e+04 1.496471428571428405e+05 8.864385371179038193e+05 1.169819868995633151e+05 1.822886008230452135e+05 3.522871350137259578e+05 1.174781250000000146e+05 1.012969816643159254e+06 0.000000000000000000e+00 4.834186229508196120e+05 8.726583333333333940e+03 9.064885714285714494e+04 1.662088607594936889e+02 8.915916666666667152e+04 2.946675000000000000e+05
1.746889473684210316e+03 1.745629032258064399e+04 2.758260869565217490e+02 4.576135937500000000e+04 3.960333333333333576e+04 1.457085714285714203e+05 8.567963100436680252e+05 1.121185807860262139e+05 1.720161316872427997e+05 3.312919266284002806e+05 1.115479166666666715e+05 9.806959097320168512e+05 0.000000000000000000e+00 4.560966557377048885e+05 8.285583333333333940e+03 8.420528571428572468e+04 1.583354430379746702e+02 8.620166666666667152e+04 2.779985000000000000e+05
1.752742105263157555e+03 1.770645161290322721e+04 2.810652173913043157e+02 4.646789062500000000e+04 3.947466666666667152e+04 1.441249999999999709e+05 8.398231222707423149e+05 1.105666157205240161e+05 1.718468312757201493e+05 3.320909782879960258e+05 1.108520833333333430e+05 9.572363892806769582e+05 0.000000000000000000e+00 4.584446557377048885e+05 8.243583333333332121e+03 8.472600000000000000e+04 1.595379746835442916e+02 8.445666666666667152e+04 2.794325000000000000e+05
1.727731578947368234e+03 1.729048387096773877e+04 2.740652173913043157e+02 4.532454687500000000e+04 3.894550000000000000e+04 1.425507142857142608e+05 8.352336462882095948e+05 1.096131222707423585e+05 1.690770370370370219e+05 3.263893311704516527e+05 1.094322916666666715e+05 9.539579689703806071e+05 0.000000000000000000e+00 4.491806557377048885e+05 8.144138888888888687e+03 8.288078571428572468e+04 1.563227848101265920e+02 8.402833333333334303e+04 2.737845000000000000e+05
1.357205263157894706e+03 1.646096774193548481e+04 2.334130434782608461e+02 4.287132812500000000e+04 3.648166666666666424e+04 1.320935714285714203e+05 8.098979694323143922e+05 1.049352620087336254e+05 1.589548148148148030e+05 3.008026828050910844e+05 1.035541666666666715e+05 9.415083215796896257e+05 0.000000000000000000e+00 4.159006557377048885e+05 7.467361111111110404e+03 7.740528571428571013e+04 1.358417721518987378e+02 8.106000000000001455e+04 2.535045000000000000e+05
1.357763157894736651e+03 1.596129032258064399e+04 2.268913043478260931e+02 4.138060937500000000e+04 3.606700000000000000e+04 1.293907142857142608e+05 8.033489737991266884e+05 1.037337772925764293e+05 1.555699176954732393e+05 2.944101197903668508e+05 1.017614583333333430e+05 9.353861777150916168e+05 0.000000000000000000e+00 4.013538360655737342e+05 7.408027777777777374e+03 7.491392857142856519e+04 1.317531645569620196e+02 8.060500000000001455e+04 2.446385000000000000e+05
1.340073684210526380e+03 1.490064516129032199e+04 2.098043478260869392e+02 3.798293750000000000e+04 3.559533333333333576e+04 1.234792857142857101e+05 8.049252838427949464e+05 1.026431877729257831e+05 1.489051028806584072e+05 2.813491889193910174e+05 9.865208333333334303e+04 9.438840620592384366e+05 0.000000000000000000e+00 3.652586229508196702e+05 7.366444444444445253e+03 6.964178571428571013e+04 1.207594936708860871e+02 8.128250000000001455e+04 2.226450000000000000e+05
1.300842105263157919e+03 1.492370967741935601e+04 2.060652173913043157e+02 3.805987500000000000e+04 3.547150000000000000e+04 1.228150000000000000e+05 8.030476419213975314e+05 1.023822270742358232e+05 1.487209876543209830e+05 2.798254554529573652e+05 9.845937500000000000e+04 9.434191819464034634e+05 0.000000000000000000e+00 3.647969836065573618e+05 7.309277777777778283e+03 6.937357142857142026e+04 1.191012658227848249e+02 8.104250000000000000e+04 2.223620000000000000e+05
1.282242105263157782e+03 1.504629032258064217e+04 2.052173913043478137e+02 3.852784375000000000e+04 3.561266666666667152e+04 1.231642857142857247e+05 8.039442794759826502e+05 1.026125764192139904e+05 1.501106584362139984e+05 2.814424507112553110e+05 9.898229166666667152e+04 9.444925246826515067e+05 0.000000000000000000e+00 3.687669508196720853e+05 7.315277777777778283e+03 7.004757142857142026e+04 1.193037974683544178e+02 8.108250000000000000e+04 2.247800000000000000e+05
1.239089473684210589e+03 1.396564516129032017e+04 1.876956521739130324e+02 3.521689062500000000e+04 3.450733333333333576e+04 1.159314285714285652e+05 7.874577074235808104e+05 9.955975982532753551e+04 1.416150205761316465e+05 2.654777264786623418e+05 9.452083333333332848e+04 9.300755994358251337e+05 0.000000000000000000e+00 3.332481311475409311e+05 7.125472222222222626e+03 6.406407142857142026e+04 1.082594936708860729e+02 7.976083333333334303e+04 2.031355000000000000e+05
1.244757894736841990e+03 1.403661290322580498e+04 1.874347826086956275e+02 3.512006250000000000e+04 3.497233333333333576e+04 1.168099999999999854e+05 8.047097816593885655e+05 1.013388209606986929e+05 1.422886831275720033e+05 2.668517095083603635e+05 9.555000000000000000e+04 9.531314527503526770e+05 0.000000000000000000e+00 3.309109508196720853e+05 7.228944444444444343e+03 6.412400000000000000e+04 1.074936708860759609e+02 8.157250000000001455e+04 2.017150000000000000e+05
1.217510526315789321e+03 1.414435483870967619e+04 1.906956521739130324e+02 3.564514062500000000e+04 3.409066666666666424e+04 1.135928571428571304e+05 7.687467903930130415e+05 9.760840611353713030e+04 1.400583950617283699e+05 2.638379960069877561e+05 9.320000000000000000e+04 9.059796897038080497e+05 0.000000000000000000e+00 3.323177704918032396e+05 7.019138888888888687e+03 6.408949999999999272e+04 1.080822784810126649e+02 7.777083333333334303e+04 2.025735000000000000e+05
1.276515789473684436e+03 1.398096774193548299e+04 1.862608695652173765e+02 3.454581250000000000e+04 3.569416666666666424e+04 1.203142857142857247e+05 8.411643231441049138e+05 1.050734934497816721e+05 1.433109465020576026e+05 2.688897429498378187e+05 9.769270833333332848e+04 1.001302679830747657e+06 0.000000000000000000e+00 3.290377704918032396e+05 7.412500000000000000e+03 6.372414285714285506e+04 1.073924050632911644e+02 8.533833333333334303e+04 2.005740000000000000e+05
1.214973684210526244e+03 1.351290322580645079e+04 1.815000000000000000e+02 3.366982812500000000e+04 3.376633333333333576e+04 1.131378571428571449e+05 7.805819868995633442e+05 9.816447598253276374e+04 1.366718930041152053e+05 2.570995383079610765e+05 9.227083333333334303e+04 9.250327221438644920e+05 0.000000000000000000e+00 3.177409836065573618e+05 6.993694444444443434e+03 6.131764285714285506e+04 1.038417721518987378e+02 7.912000000000001455e+04 1.936875000000000000e+05
1.365952631578947376e+03 1.421741935483870839e+04 2.091521739130434412e+02 3.632604687500000000e+04 3.387833333333333576e+04 1.157735714285714203e+05 7.438043449781658128e+05 9.565482532751093095e+04 1.409573251028806262e+05 2.693730346892937087e+05 9.281770833333334303e+04 8.643988716502117459e+05 0.000000000000000000e+00 3.464186229508196702e+05 7.055361111111111313e+03 6.579835714285714494e+04 1.178544303797468302e+02 7.527500000000000000e+04 2.111625000000000000e+05
1.383052631578947512e+03 1.551870967741935419e+04 2.325652173913043157e+02 4.067590625000000000e+04 3.376516666666667152e+04 1.178414285714285652e+05 7.008065502183405915e+05 9.270331877729257394e+04 1.466576543209876399e+05 2.816949089094084920e+05 9.377500000000000000e+04 7.999204513399152784e+05 0.000000000000000000e+00 3.854998032786884578e+05 6.944999999999999091e+03 7.159807142857143481e+04 1.302531645569620196e+02 7.038250000000000000e+04 2.349770000000000000e+05
1.363126315789473665e+03 1.571935483870967619e+04 2.319782608695652186e+02 4.134471875000000000e+04 3.415683333333333576e+04 1.213664285714285506e+05 7.201636244541484630e+05 9.494078602620086167e+04 1.495215226337448694e+05 2.858796605939605506e+05 9.581770833333334303e+04 8.247743300423130859e+05 0.000000000000000000e+00 3.957998032786884578e+05 7.007444444444445253e+03 7.299685714285713038e+04 1.321898734177215147e+02 7.213750000000001455e+04 2.412510000000000000e+05
1.353121052631579005e+03 1.516048387096774059e+04 2.251956521739130324e+02 3.981532812500000000e+04 3.354300000000000000e+04 1.197007142857142899e+05 7.152603275109170936e+05 9.384927947598253377e+04 1.461666255144032766e+05 2.794687172448216006e+05 9.408541666666665697e+04 8.207277856135402108e+05 0.000000000000000000e+00 3.842218360655737342e+05 6.912416666666666060e+03 7.098914285714285506e+04 1.290316455696202524e+02 7.173416666666668607e+04 2.341935000000000000e+05
5.043263157894737105e+02 1.138833870967742041e+04 5.879782608695652470e+02 3.657540625000000000e+04 2.452266666666666424e+04 5.240071428571428987e+04 7.314587336244542385e+05 1.224935371179039357e+05 7.693127572016460181e+04 1.849900174694285088e+05 7.518125000000000000e+04 7.402118476727784146e+05 0.000000000000000000e+00 2.844400000000000000e+05 1.139800000000000000e+04 6.340350000000001455e+04 1.283797468354430293e+02 8.192166666666665697e+04 1.576240000000000000e+05
4.967947368421052943e+02 1.151854838709677460e+04 5.806847826086956275e+02 3.737121875000000000e+04 2.433150000000000000e+04 5.277428571428571013e+04 7.042430786026201677e+05 1.193511353711790434e+05 7.797940329218105762e+04 1.831017843773396744e+05 7.455520833333334303e+04 7.033286318758814596e+05 0.000000000000000000e+00 2.863800000000000000e+05 1.091175000000000000e+04 6.441753571428571740e+04 1.285949367088607573e+02 8.022125000000000000e+04 1.598120000000000000e+05
4.846526315789473642e+02 1.144403225806451519e+04 5.683913043478261216e+02 3.732918750000000000e+04 2.405566666666666788e+04 5.253571428571427532e+04 6.871082969432316022e+05 1.170392139737991238e+05 7.767226337448558479e+04 1.806659845270776132e+05 7.356458333333332848e+04 6.831808180535965366e+05 0.000000000000000000e+00 2.845600000000000000e+05 1.061022222222222263e+04 6.391085714285714494e+04 1.266835443037974755e+02 7.865833333333332848e+04 1.591920000000000000e+05
4.886947368421052715e+02 1.091403225806451337e+04 5.642391304347826235e+02 3.473356250000000000e+04 2.370216666666666788e+04 5.009714285714284779e+04 7.027228384279477177e+05 1.179472925764192332e+05 7.320613168724279967e+04 1.780006987771400018e+05 7.190520833333332848e+04 7.152442877291959012e+05 0.000000000000000000e+00 2.722000000000000000e+05 1.103166666666666424e+04 5.994478571428571013e+04 1.234810126582278542e+02 7.877083333333332848e+04 1.506430000000000000e+05
4.950421052631578505e+02 1.076558064516129161e+04 5.722173913043478706e+02 3.412871875000000000e+04 2.378283333333333576e+04 5.002142857142857247e+04 7.335004366812228691e+05 1.213403056768559181e+05 7.278053497942387185e+04 1.801000249563264661e+05 7.293125000000000000e+04 7.535543018335683737e+05 0.000000000000000000e+00 2.714000000000000000e+05 1.151399999999999818e+04 5.981242857142857974e+04 1.232658227848101262e+02 8.049000000000000000e+04 1.491420000000000000e+05
5.006315789473684390e+02 1.039543548387096598e+04 5.649347826086957411e+02 3.192368750000000000e+04 2.343550000000000000e+04 4.747714285714285506e+04 7.159803493449783418e+05 1.187397379912663746e+05 6.832674897119341767e+04 1.753346144247566990e+05 6.999270833333334303e+04 7.464152327221437590e+05 0.000000000000000000e+00 2.592000000000000000e+05 1.149250000000000000e+04 5.555971428571429715e+04 1.211518987341772231e+02 7.906249999999998545e+04 1.417100000000000000e+05
4.466157894736842309e+02 1.001056451612903220e+04 5.122934782608695059e+02 3.050881250000000000e+04 2.242283333333333576e+04 4.396785714285713766e+04 6.697370087336245924e+05 1.117305240174672508e+05 6.340166666666667152e+04 1.653085974544547207e+05 6.558437500000000000e+04 7.011602256699574646e+05 0.000000000000000000e+00 2.427800000000000000e+05 1.070330555555555475e+04 5.046417857142856519e+04 1.120759493670886258e+02 7.425625000000000000e+04 1.327010000000000000e+05
4.073315789473684276e+02 9.177403225806450791e+03 4.620978260869565020e+02 2.624428125000000000e+04 2.126200000000000000e+04 3.759214285714286234e+04 6.350353056768559618e+05 1.055118777292576706e+05 5.325368312757201784e+04 1.528048040928375558e+05 5.913645833333332848e+04 6.867585331452749670e+05 0.000000000000000000e+00 2.129400000000000000e+05 1.038813888888888869e+04 4.054810714285714494e+04 1.014936708860759467e+02 6.987875000000000000e+04 1.145290000000000000e+05
4.106631578947368553e+02 9.574580645161289794e+03 4.700869565217391255e+02 2.769693750000000000e+04 2.185366666666666788e+04 3.913857142857142026e+04 6.424017030567686306e+05 1.073806986899563490e+05 5.580106995884774369e+04 1.569005739955078752e+05 6.088749999999999272e+04 6.903757404795486946e+05 0.000000000000000000e+00 2.214400000000000000e+05 1.044027777777777737e+04 4.245892857142857974e+04 1.045189873417721458e+02 7.114916666666665697e+04 1.197470000000000000e+05
4.153157894736841627e+02 1.018967741935483900e+04 4.828913043478260647e+02 2.940462500000000000e+04 2.291166666666666788e+04 4.025714285714286234e+04 6.647202183406113181e+05 1.114967248908297042e+05 5.787485596707818331e+04 1.633874469678063469e+05 6.341145833333333576e+04 7.134050775740479585e+05 0.000000000000000000e+00 2.303200000000000000e+05 1.074827777777777919e+04 4.382557142857143481e+04 1.088227848101265920e+02 7.410416666666667152e+04 1.247350000000000000e+05
