8.069806451612901583e+03 5.244357142857142753e+04 2.334071428571428442e+03 4.591450000000000000e+04 7.016321428571427532e+04 6.680006238303181017e+05 4.715100000000000000e+06 2.427900000000000000e+05 1.256757641921397531e+06 4.643100436681223073e+04 1.889284773662551306e+05 2.332853007237334969e+05 1.244220028208744479e+06 6.680006238303181017e+05 2.420000000000000000e+04 1.846089999999999767e+06 4.463021428571428260e+04 5.477328571428571740e+04 1.059873417721518933e+02 5.288666666666666424e+04 2.246780000000000000e+05
8.600838709677416773e+03 5.647500000000000000e+04 2.521857142857143117e+03 5.037375000000000000e+04 7.483535714285714494e+04 7.267467248908296460e+05 5.148361290322580375e+06 2.683157142857142608e+05 1.365843231441047974e+06 4.948122270742358523e+04 2.096906172839505889e+05 2.536247317194908974e+05 1.356631875881523360e+06 7.267467248908296460e+05 2.570000000000000000e+04 2.015488333333333256e+06 4.724035714285713766e+04 6.022064285714286234e+04 1.151392405063291164e+02 5.711666666666666424e+04 2.452410000000000000e+05
1.144393548387096598e+04 5.748071428571428260e+04 1.620642857142857110e+03 6.764009375000000000e+04 8.235928571428571013e+04 9.321865252651277697e+05 7.390516129032257944e+06 3.769835714285714203e+05 2.050214934497816721e+06 6.249104803493450163e+04 3.490203292181069846e+05 3.344067382081358228e+05 2.193009873060648330e+06 9.321865252651277697e+05 3.090000000000000000e+04 2.620196666666666511e+06 3.904178571428571740e+04 7.582800000000000000e+04 1.416202531645569707e+02 7.314750000000000000e+04 3.183130000000000000e+05
1.710419354838709478e+04 8.765035714285715949e+04 3.378928571428572013e+03 9.712943750000000000e+04 1.338550000000000000e+05 1.364853399875233648e+06 1.086835806451612897e+07 5.479710714285714785e+05 2.956552838427947834e+06 9.262290393013101129e+04 5.011128395061728079e+05 4.919538432742700679e+05 3.127461212976022158e+06 1.364853399875233648e+06 5.950000000000000000e+04 3.992214166666666511e+06 6.877639285714286962e+04 1.079070357142857101e+05 2.107278481012658347e+02 1.111837500000000000e+05 4.864835000000000000e+05
1.744361290322580317e+04 1.134453571428571449e+05 4.165571428571428442e+03 1.162837187500000000e+05 1.412264285714285506e+05 1.619360573923892574e+06 1.184512903225806355e+07 6.309775000000001164e+05 3.186934890829694457e+06 1.018460480349345016e+05 5.238436625514402403e+05 5.593897554280010518e+05 3.269097320169251878e+06 1.619360573923892574e+06 3.650000000000000000e+04 4.339040833333333023e+06 7.619167857142856519e+04 1.370566071428571304e+05 2.477911392405063395e+02 1.213987500000000000e+05 5.257785000000000000e+05
2.142748387096773877e+04 2.278960714285714494e+05 7.857000000000000909e+03 1.891530000000000000e+05 2.288310714285714494e+05 2.603621334996880498e+06 1.638504516129032150e+07 9.584010714285714785e+05 4.266587729257642291e+06 1.556637772925764439e+05 6.237511934156378265e+05 8.664086473671076819e+05 3.998902679830747191e+06 2.603621334996880498e+06 3.270000000000000000e+04 6.293872500000000931e+06 1.152335357142857101e+05 2.173712500000000000e+05 3.932721518987341938e+02 1.769970833333333430e+05 7.603235000000000000e+05
2.526470967741935237e+04 2.427617857142857101e+05 8.529571428571429351e+03 2.016889062500000000e+05 2.341492857142856810e+05 2.762195882719899528e+06 1.666911935483870842e+07 9.951067857142857974e+05 4.270902183406113647e+06 1.610694978165938810e+05 6.856700000000000000e+05 9.385764287496879697e+05 4.034595204513399396e+06 2.762195882719899528e+06 3.130000000000000000e+04 6.956964166666666977e+06 1.555523214285714203e+05 2.564901785714285797e+05 4.292088607594936889e+02 1.820745833333333139e+05 8.400815000000000000e+05
2.288129032258064399e+04 2.117782142857142899e+05 7.585000000000000000e+03 1.807772812500000000e+05 1.972746428571428405e+05 2.427875857766687404e+06 1.446052903225806355e+07 8.947953571428571595e+05 3.630359519650655333e+06 1.355705895196506754e+05 6.390235390946500702e+05 8.385891564761666814e+05 3.471853314527503215e+06 2.427875857766687404e+06 2.990000000000000000e+04 6.374712500000000000e+06 1.491080357142856810e+05 2.417928214285714203e+05 3.846265822784810098e+02 1.561637500000000000e+05 7.702325000000000000e+05
1.784038709677419320e+04 1.700503571428571304e+05 6.294357142857143117e+03 1.490727812500000000e+05 1.614732142857142608e+05 1.982713661883967230e+06 1.219176774193548411e+07 7.596689285714286380e+05 3.049930917030567769e+06 1.091572707423580869e+05 5.367528395061728079e+05 6.826390940853506327e+05 2.930361071932299063e+06 1.982713661883967230e+06 2.960000000000000000e+04 5.253670833333333023e+06 1.125462500000000000e+05 1.935344642857142899e+05 3.129430379746835342e+02 1.293795833333333285e+05 6.355025000000000000e+05
1.376774193548386938e+04 1.462542857142857101e+05 5.450071428571428442e+03 1.287844062500000000e+05 1.394492857142857101e+05 1.696334996880848194e+06 1.064395806451612897e+07 6.716978571428571595e+05 2.656022445414847229e+06 9.227912663755459653e+04 4.525957613168723765e+05 5.774920638881956693e+05 2.528671368124118540e+06 1.696334996880848194e+06 2.780000000000000000e+04 4.437371666666666046e+06 8.304221428571428987e+04 1.584506428571428696e+05 2.644810126582278258e+02 1.115050000000000000e+05 5.371610000000000000e+05
